,aay,Ama,Ance,Antp,apt,Blimp-1,bmm,bowl,brk,Btk29A
434,2145,2107,2183,2260,2222,2221,2259,2220,2069,2258
435,2258,2220,2257,2219,2296,2182,2183,2334,2144,2259
436,2333,2372,2370,2295,2294,2257,2334,2371,2332,2256
437,2107,2145,2108,2031,2069,2222,2070,2184,2183,2146
438,2260,2259,2297,2221,2298,2222,2296,2145,2220,2183
439,2031,2107,2108,2070,2032,2069,2145,1994,1993,2146
440,2107,2145,2069,2031,2108,2183,2222,1993,2070,2184
441,2106,2144,2068,2069,2183,1993,2145,1992,2030,2031
442,2183,2145,2220,2258,2259,2221,2107,2260,2222,2296
443,2334,2258,2257,2372,2296,2219,2295,2335,2333,2259
444,2183,2145,2069,2107,2106,2144,2220,2068,2031,2258
445,2219,2257,2258,2295,2256,2333,2372,2294,2334,2182
446,2070,2032,2071,2033,1995,2108,2031,1994,2109,1957
447,1992,1993,2068,2030,2106,2069,2144,2031,1878,1955
448,2071,2033,2072,2147,2186,2110,2185,2109,2148,2034
449,2219,2256,2294,2295,2181,2257,2258,2182,2333,2143
450,2259,2260,2296,2258,2220,2221,2297,2183,2145,2222
451,2107,2145,2222,2108,2260,2184,2146,2031,2183,2069
452,2183,2144,2106,2069,2145,2068,2220,2258,2182,2107
453,2298,2260,2297,2336,2259,2374,2222,2223,2184,2221
454,2033,1996,2072,1958,2034,2071,1995,1920,1997,1919
455,2366,3015,2404,2443,2367,2328,2329,2481,2405,2518
456,2031,1993,2069,2107,2108,1994,2068,2145,2070,1955
457,2107,2031,2069,2145,2108,1993,2183,2068,2070,2106
458,2256,2219,2295,2294,2257,2333,2258,2372,2181,2332
459,2258,2219,2257,2220,2182,2296,2183,2334,2144,2259
460,2183,2145,2069,2107,2220,2106,2144,2258,2068,2031
461,2330,2368,2291,2329,2292,2369,2406,2331,2254,2293
462,2069,2106,2068,2183,2144,1993,2145,2031,2107,1992
463,2335,2334,2296,2259,2372,2258,2410,2257,2297,2373
464,2219,2181,2256,2144,2182,2143,2105,2067,2258,2142
465,2298,2336,2297,2260,2374,2299,2223,2337,2259,2261
466,2033,2032,1995,2071,2070,1957,1994,1956,2109,1918
467,2032,2031,2070,1994,2108,1956,2107,1993,1995,1957
468,2256,2294,2219,2295,2333,2181,2332,2257,2255,2218
469,2144,2106,2182,2030,2068,2183,2067,2219,2258,2143
470,2258,2257,2219,2334,2372,2295,2333,2296,2256,2182
471,2183,2258,2220,2145,2144,2182,2221,2106,2069,2259
472,2107,2145,2069,2031,2183,2108,2222,1993,2184,2260
473,2107,2069,2145,2183,2031,1993,2106,2068,2108,2220
474,2183,2069,2145,2106,2144,2107,2068,2220,2031,1993
475,2070,2107,2108,2146,2031,2032,2184,2071,2109,2222
476,2298,2146,2223,2185,2184,2260,2071,2109,2222,2147
477,2219,2144,2182,2258,2181,2143,2256,2106,2067,2257
478,2334,2372,2335,2410,2257,2296,2333,2371,2258,2259
479,2144,2106,2182,2183,2258,2220,2068,2219,2069,2145
480,2107,2108,2070,2031,2146,2032,2145,2184,2069,2222
481,2144,2183,2106,2182,2069,2068,2258,2220,2145,1993
482,2107,2031,2145,2108,2069,2070,2183,2222,2184,1993
483,2068,2106,1992,2144,2030,1993,2069,2183,2031,2067
484,2370,2333,2332,2294,2446,2408,2372,2371,2409,2295
485,2070,2032,2071,2033,2108,1995,2031,2146,2109,1994
486,2370,2332,2333,2294,2408,2446,2331,2295,2372,2409
487,2069,1993,2031,2068,2107,2106,2145,2183,1992,2144
488,2259,2260,2221,2296,2297,2222,2220,2183,2145,2258
489,2070,2146,2108,2107,2071,2032,2109,2184,2031,2222
490,2031,2032,2070,1994,2108,1956,1993,2107,1957,1995
491,2219,2258,2257,2295,2182,2256,2334,2144,2181,2372
492,2183,2069,2145,2106,2144,2068,2107,1993,2220,2031
493,2144,2219,2182,2258,2143,2181,2106,2256,2067,2257
494,2258,2220,2182,2219,2257,2183,2144,2296,2334,2259
495,2183,2145,2107,2069,2220,2106,2144,2031,2258,2068
496,2219,2256,2295,2257,2294,2258,2181,2182,2333,2372
497,2298,2260,2297,2336,2223,2259,2222,2374,2184,2299
498,2256,2219,2181,2143,2182,2142,2105,2180,2144,2294
499,2258,2220,2257,2296,2219,2334,2182,2183,2259,2144
500,2332,2370,2294,2333,2408,2331,2295,2446,2256,2372
501,2370,2333,2372,2294,2332,2371,2295,2409,2446,2408
502,2258,2257,2219,2334,2296,2372,2295,2220,2182,2333
503,2256,2294,2219,2181,2255,2218,2295,2332,2180,2333
504,2145,2183,2107,2260,2220,2259,2222,2221,2258,2069
505,2558,2521,2596,2483,2520,2444,2559,2482,2634,2595
506,2107,2145,2108,2222,2031,2184,2146,2260,2069,2070
507,2298,2260,2297,2336,2259,2223,2222,2184,2374,2299
508,2258,2220,2296,2259,2257,2183,2334,2182,2219,2221
509,2298,2260,2223,2146,2184,2222,2185,2336,2297,2107
510,2070,2071,2032,2146,2033,2109,2108,2107,1995,2031
511,2482,2481,2406,2368,2405,2367,2520,2519,2443,2444
512,2371,2409,2447,2448,2370,2410,2486,2372,2484,2446
513,2183,2145,2220,2144,2258,2069,2106,2107,2182,2068
514,2294,2295,2333,2256,2219,2257,2372,2258,2370,2332
515,2031,2070,1994,2108,2032,2107,1993,2069,1956,2145
516,2069,2068,1993,2106,2031,2183,2144,2145,2107,1992
517,2406,2368,2369,2330,2482,2444,2367,2329,2520,2405
518,2070,2107,2108,2031,2146,2032,2184,2071,2109,2145
519,2107,2069,2031,2145,2183,1993,2108,2068,2106,2070
520,2032,1957,1995,2033,2070,1956,1994,1918,1843,2071
521,2258,2219,2257,2182,2220,2144,2334,2295,2296,2183
522,2031,1994,2032,2070,1993,2108,1956,2107,2946,1955
523,2298,2260,2223,2336,2184,2297,2146,2222,2185,2261
524,2258,2219,2257,2182,2295,2144,2220,2334,2256,2296
525,2071,2033,2070,2109,2146,2032,1995,2147,2072,2185
526,2483,2445,2446,2407,2444,2521,2408,2369,2522,2559
527,2259,2296,2260,2258,2297,2220,2221,2335,2183,2334
528,2219,2182,2144,2258,2181,2256,2257,2143,2295,2106
529,2330,2331,2369,2293,2292,2368,2291,2332,2217,2408
530,2372,2257,2334,2333,2295,2258,2219,2294,2256,2296
531,2260,2298,2259,2297,2222,2221,2184,2336,2107,2145
532,2334,2296,2258,2335,2259,2257,2372,2297,2220,2410
533,2256,2219,2294,2295,2257,2181,2333,2258,2332,2182
534,2260,2222,2107,2298,2184,2145,2259,2221,2146,2297
535,2258,2220,2296,2257,2219,2183,2182,2334,2259,2144
536,2372,2334,2257,2258,2333,2295,2219,2296,2335,2410
537,2333,2370,2372,2294,2332,2371,2295,2409,2446,2408
538,2069,1993,2031,2068,2107,2145,2106,2183,2144,1992
539,2107,2031,2108,2145,2070,2069,2222,2146,2184,2032
540,2332,2370,2294,2408,2333,2331,2446,2293,2255,2295
541,2257,2258,2334,2219,2372,2295,2333,2296,2256,2294
542,2258,2257,2334,2372,2219,2295,2296,2333,2335,2220
543,2144,2258,2182,2183,2106,2220,2219,2145,2069,2068
544,2258,2219,2257,2295,2334,2182,2256,2372,2333,2220
545,2258,2219,2257,2182,2220,2334,2295,2144,2296,2183
546,2069,2106,2068,2144,2183,1993,2145,2031,2107,1992
547,2258,2296,2259,2220,2334,2183,2257,2335,2221,2182
548,2260,2298,2297,2259,2222,2336,2221,2184,2296,2107
549,1993,2031,2069,2068,1992,2106,2107,2145,1955,2183
550,2107,2070,2108,2031,2146,2032,2184,2145,2222,2071
551,2259,2258,2260,2220,2296,2183,2221,2145,2297,2222
552,1993,2068,2069,2031,1992,2106,1955,2030,2144,2107
553,2258,2219,2182,2144,2257,2220,2183,2106,2295,2296
554,2031,1993,1994,2069,1955,2068,2107,2108,1992,2946
555,2183,2069,2145,2106,2107,2144,2068,2220,2031,1993
556,2068,2106,2144,2069,1993,1992,2030,2183,2031,2145
557,2332,2294,2370,2408,2331,2333,2293,2255,2446,2256
558,2070,2146,2107,2108,2071,2184,2032,2109,2031,2222
559,2408,2446,2407,2369,2331,2370,2332,2445,2444,2330
560,2107,2145,2108,2222,2031,2069,2183,2260,2184,2146
561,2218,2255,2294,2256,2180,2293,2142,2179,2332,2217
562,2298,2260,2184,2146,2222,2223,2107,2108,2185,2297
563,2144,2182,2106,2219,2258,2067,2183,2143,2030,2068
564,2144,2219,2182,2258,2143,2181,2106,2067,2256,2030
565,2219,2144,2182,2258,2181,2143,2256,2257,2106,2067
566,2071,2033,2147,2072,2186,2110,2185,2109,2148,2146
567,2334,2258,2296,2257,2372,2335,2259,2220,2219,2410
568,2219,2181,2144,2256,2182,2143,2258,2067,2105,2257
569,2333,2372,2370,2295,2294,2334,2371,2257,2332,2256
570,2031,1993,2069,1994,2068,1955,2107,1992,2108,2070
571,2183,2145,2069,2107,2106,2144,2068,2220,2031,1993
572,2071,2147,2185,2033,2109,2186,2146,2072,2223,2110
573,2183,2145,2069,2144,2106,2107,2220,2068,2258,2031
574,2259,2296,2260,2297,2258,2335,2221,2220,2334,2183
575,2030,1992,2144,2106,2068,1991,2067,1993,1954,2069
576,2183,2144,2106,2069,2145,2068,2220,2182,2258,2107
577,2258,2257,2219,2295,2334,2372,2182,2296,2256,2333
578,2258,2183,2220,2144,2182,2106,2145,2219,2296,2257
579,2107,2145,2031,2069,2108,2183,2222,2070,1993,2184
580,2183,2145,2069,2107,2106,2144,2220,2068,2031,2258
581,2333,2372,2370,2371,2334,2295,2410,2294,2257,2409
582,2369,2331,2408,2330,2407,2444,2332,2446,2406,2370
583,2258,2257,2219,2334,2295,2372,2296,2182,2220,2333
584,2294,2332,2255,2293,2331,2256,2218,2370,2408,2333
585,2258,2219,2257,2182,2295,2334,2256,2220,2144,2372
586,1992,1993,2068,1879,1878,1841,2030,1955,1917,2031
587,1993,1841,1879,1803,1955,2031,2946,1992,1994,1917
588,2331,2332,2408,2330,2369,2293,2294,2370,2407,2255
589,2144,2106,2068,2069,2183,2030,1993,1992,2182,2145
590,2372,2334,2333,2410,2371,2335,2257,2370,2295,2296
591,2183,2145,2107,2069,2220,2106,2144,2031,2258,2068
592,2258,2220,2182,2219,2144,2183,2257,2296,2106,2334
593,1994,2031,1956,1842,2946,1880,2032,1993,1955,2070
594,2219,2258,2257,2295,2256,2182,2334,2372,2333,2294
595,2258,2219,2257,2182,2220,2144,2296,2183,2334,2295
596,2258,2257,2219,2334,2296,2295,2220,2372,2182,2259
597,2144,2183,2182,2106,2258,2220,2219,2069,2068,2145
598,2146,2184,2298,2071,2070,2109,2107,2108,2223,2185
599,2446,2484,2370,2445,2408,2522,2407,2409,2483,2559
600,2256,2218,2181,2294,2180,2142,2255,2219,2104,2143
601,2258,2183,2220,2145,2144,2182,2296,2259,2221,2106
602,2258,2334,2296,2259,2335,2257,2372,2220,2219,2297
603,2330,2331,2293,2292,2332,2369,2255,2217,2294,2408
604,2258,2257,2219,2295,2372,2334,2256,2333,2182,2294
605,2258,2220,2183,2259,2296,2145,2221,2260,2107,2222
606,2144,2106,2183,2182,2068,2258,2069,2220,2145,2030
607,2183,2144,2106,2069,2145,2068,2220,2182,2107,2258
608,1993,2068,1992,2069,2106,2031,2030,2144,1955,2183
609,2107,2222,2260,2184,2146,2108,2145,2298,2070,2031
610,2219,2258,2182,2144,2257,2220,2183,2256,2181,2295
611,2258,2220,2182,2183,2219,2257,2296,2144,2334,2259
612,2033,2071,1995,2032,1957,2070,1996,2072,2109,1919
613,2482,2520,2558,2481,2519,2444,2406,2557,2595,2521
614,2258,2220,2219,2257,2182,2296,2183,2144,2334,2259
615,1994,2031,1842,2946,1956,1880,1993,1955,1841,2032
616,2446,2445,2408,2484,2407,2370,2483,2522,2521,2444
617,2145,2107,2183,2069,2220,2222,2221,2260,2258,2031
618,2146,2107,2184,2070,2108,2298,2222,2071,2109,2260
619,1993,2031,1994,2069,1955,2068,1992,2946,1879,2107
620,2219,2256,2181,2294,2295,2182,2143,2257,2258,2144
621,2219,2258,2182,2144,2257,2256,2181,2143,2295,2220
622,2183,2069,2106,2145,2144,2068,2107,1993,2031,2220
623,2219,2256,2181,2182,2294,2295,2258,2143,2257,2144
624,1993,2031,2946,1994,1841,1879,1842,1955,1803,1880
625,1993,2068,1992,2069,2106,2031,2030,2144,1955,2183
626,2297,2259,2260,2335,2296,2298,2373,2336,2334,2221
627,2259,2297,2296,2260,2335,2258,2221,2220,2334,2298
628,2032,2070,1994,2031,1956,2108,1957,1995,2033,2107
629,2071,2033,2070,2109,2032,1995,2146,2072,2147,1957
630,1994,2031,2946,1993,1842,1956,1880,1955,1841,2032
631,1805,1843,1844,1881,1767,1957,1919,2033,1729,1995
632,2332,2294,2370,2408,2331,2333,2293,2255,2446,2256
633,2258,2220,2296,2183,2257,2182,2219,2259,2334,2144
634,2294,2255,2256,2218,2332,2293,2180,2331,2181,2295
635,2107,2031,2145,2069,2108,2183,1993,2070,2222,2068
636,2107,2031,2069,2145,1993,2108,2183,2068,2070,2106
637,2070,2031,2032,1994,2108,2107,1993,1956,2071,1995
638,2144,2182,2106,2067,2219,2030,2143,2068,2258,2183
639,2183,2144,2258,2220,2106,2145,2182,2069,2068,2107
640,2031,1993,2107,2069,2108,1994,2070,2032,2145,1955
641,2069,2183,2106,2144,2068,2145,1993,2107,2031,2220
642,2031,2107,2069,1993,2108,2145,2068,2070,1994,2183
643,2294,2256,2295,2333,2219,2332,2257,2370,2372,2181
644,2219,2257,2258,2256,2295,2294,2182,2181,2333,2372
645,2258,2220,2183,2296,2259,2182,2257,2144,2219,2145
646,2069,1993,2031,2068,2106,2107,2145,2183,2144,1992
647,2031,2107,2108,2070,2069,2032,2145,1993,1994,2146
648,2144,2258,2182,2183,2220,2106,2219,2145,2069,2068
649,2070,2032,2108,2031,2107,2146,2071,1994,2109,2033
650,2260,2298,2259,2297,2222,2221,2336,2184,2296,2107
651,2107,2031,2108,2070,2069,2032,2145,1993,1994,2146
652,2144,2106,2183,2069,2068,2182,2145,2220,2258,1993
653,1993,1992,1879,1841,1955,2031,1803,1917,2068,1878
654,2372,2334,2257,2333,2258,2295,2335,2296,2410,2219
655,2259,2260,2183,2145,2220,2221,2258,2222,2107,2296
656,2219,2258,2257,2295,2256,2182,2294,2372,2334,2333
657,2107,2108,2145,2031,2069,2070,2222,2184,2146,2183
658,2030,1992,2144,2106,2068,1993,1991,2067,2069,2182
659,2219,2256,2258,2257,2295,2182,2181,2294,2144,2333
660,2144,2182,2258,2183,2106,2219,2220,2068,2069,2145
661,2369,2331,2330,2408,2444,2407,2406,2368,2332,2483
662,2219,2256,2181,2182,2144,2258,2143,2257,2295,2294
663,2146,2298,2184,2107,2260,2222,2108,2223,2070,2109
664,2033,1844,1996,1881,1958,1805,1919,1843,1995,1882
665,2144,2106,2182,2183,2068,2258,2030,2069,2220,2219
666,2107,2145,2108,2222,2031,2184,2146,2070,2069,2260
667,2183,2145,2069,2144,2220,2106,2107,2258,2068,2182
668,2148,2186,2072,2073,2110,2035,2147,2033,2071,2034
669,2335,2259,2297,2296,2334,2373,2410,2260,2258,2372
670,2219,2256,2257,2295,2258,2294,2333,2181,2182,2372
671,2032,2070,1994,2031,1956,1957,1995,2033,2108,2071
672,2031,1994,1993,2070,2107,2108,2032,2069,1955,1956
673,2071,2146,2109,2070,2033,2185,2184,2147,2032,2108
674,2219,2258,2257,2295,2256,2372,2334,2333,2182,2294
675,1842,1880,1956,1994,2946,1804,1918,1803,2032,1843
676,2298,2223,2185,2146,2261,2260,2184,2071,2147,2109
677,2260,2298,2222,2259,2297,2184,2107,2221,2145,2146
678,1692,1654,1844,1768,1730,1806,1691,1767,1729,1616
679,1993,2069,2068,2031,2106,1992,2145,2183,2144,2107
680,2144,2106,2030,2068,2182,1992,2067,2183,2069,1993
681,2260,2259,2297,2298,2222,2221,2296,2145,2107,2220
682,2107,2222,2260,2184,2145,2146,2108,2298,2070,2221
683,2258,2220,2296,2259,2183,2257,2334,2221,2182,2145
684,2939,2599,2636,2637,2598,2597,2561,2560,2635,2600
685,1803,1842,1765,1690,1804,1727,1841,1766,1689,1880
686,2144,2182,2219,2258,2106,2143,2183,2067,2220,2181
687,2408,2446,2370,2332,2407,2331,2369,2445,2484,2444
688,2144,2182,2258,2183,2219,2106,2220,2257,2068,2145
689,1805,1843,1881,1844,1767,1957,2033,1919,1995,1918
690,2258,2219,2257,2295,2334,2182,2372,2256,2296,2220
691,2031,2069,2107,1993,2145,2068,2108,2183,2106,1994
692,2031,2070,1994,2032,2108,2107,1993,2069,1956,2145
693,1993,2069,2031,2068,2106,2107,1992,2145,2183,2144
694,2183,2258,2220,2145,2259,2221,2296,2260,2107,2222
695,2144,2106,2183,2068,2069,2182,2145,2258,2220,2030
696,2107,2145,2069,2183,2031,2108,2222,1993,2220,2221
697,2294,2256,2332,2255,2218,2295,2333,2219,2293,2370
698,2258,2219,2257,2182,2220,2334,2296,2295,2144,2183
699,2255,2218,2293,2294,2217,2179,2332,2292,2331,2256
700,2255,2293,2218,2217,2294,2179,2332,2292,2331,2256
701,2069,1993,2031,2068,2106,2145,2107,2183,2144,1992
702,2259,2297,2260,2298,2335,2296,2221,2336,2373,2222
703,2031,2107,1993,2069,2108,2070,1994,2032,2145,2068
704,2219,2258,2257,2182,2295,2256,2144,2181,2220,2334
705,2258,2219,2257,2182,2220,2144,2334,2296,2295,2183
706,2297,2373,2335,2374,2259,2412,2336,2411,2260,2298
707,2145,2107,2069,2183,2031,2106,2068,1993,2220,2108
708,1842,1994,1956,2946,1880,2031,2032,1841,1993,1803
709,2258,2219,2182,2144,2220,2257,2183,2106,2296,2295
710,2219,2257,2258,2295,2256,2372,2333,2334,2294,2182
711,2070,2032,2071,2108,2146,2107,2031,2109,2033,1995
712,2031,2070,2107,2108,2032,1994,2069,1993,2146,2145
713,2068,2106,2069,2144,1993,1992,2030,2183,2031,2145
714,2219,2258,2182,2144,2257,2256,2181,2295,2143,2220
715,2372,2333,2334,2257,2295,2370,2371,2294,2258,2410
716,1993,2031,2069,2068,1992,1955,2107,1994,2106,2145
717,2259,2296,2258,2334,2335,2220,2297,2257,2260,2221
718,2031,2107,2069,2108,1993,2145,2070,1994,2032,2183
719,2107,2145,2183,2222,2069,2260,2221,2108,2220,2031
720,2031,1993,1994,2069,2107,1955,2108,2070,2032,2068
721,2294,2256,2295,2219,2333,2257,2332,2181,2372,2258
722,2335,2334,2296,2259,2258,2372,2297,2410,2257,2373
723,2144,2182,2258,2219,2106,2183,2220,2257,2143,2068
724,2144,2106,2182,2067,2030,2219,2143,2068,1991,2258
725,2334,2372,2258,2257,2335,2296,2259,2410,2295,2333
726,2219,2258,2257,2295,2256,2372,2333,2294,2182,2334
727,2069,2107,2145,2031,2183,1993,2068,2106,2108,2144
728,2107,2070,2146,2108,2184,2031,2222,2032,2071,2109
729,2031,1993,2069,2068,2107,1994,1955,1992,2108,2145
730,2107,2031,2108,2069,2145,2070,1993,2183,2032,2222
731,1994,2032,2031,2070,1956,2946,1957,1880,1993,1842
732,1993,2031,2069,2068,1992,1955,2106,1994,2107,2030
733,2297,2298,2336,2374,2260,2259,2373,2299,2375,2337
734,2107,2108,2070,2031,2146,2184,2145,2222,2032,2069
735,2332,2294,2331,2293,2255,2408,2370,2330,2218,2256
736,2258,2219,2182,2144,2257,2220,2183,2295,2106,2256
737,2107,2145,2108,2031,2222,2069,2183,2184,2260,2070
738,2258,2257,2219,2334,2372,2295,2296,2182,2333,2220
739,2069,1993,2031,2068,2107,2145,2106,2183,2144,1992
740,2069,2068,2106,1993,2144,2183,2031,2145,1992,2107
741,1993,1992,2068,2069,2031,2030,2106,1955,1879,1917
742,2183,2145,2220,2069,2107,2258,2144,2106,2221,2182
743,2183,2145,2107,2220,2069,2258,2221,2222,2260,2106
744,2297,2259,2335,2373,2260,2374,2336,2298,2296,2412
745,1993,2069,2031,2068,1992,2106,1955,2107,2030,2144
746,2070,2071,2032,2033,2146,2108,2109,1995,2031,2107
747,2033,1844,1996,1881,1805,1995,1919,1843,1957,1958
748,2332,2294,2370,2333,2331,2255,2408,2293,2256,2295
749,2259,2260,2296,2258,2297,2220,2221,2183,2335,2222
750,2145,2183,2107,2220,2069,2222,2221,2260,2258,2259
751,2256,2219,2294,2181,2295,2257,2182,2143,2258,2180
752,2298,2260,2297,2336,2259,2223,2222,2374,2184,2299
753,2333,2370,2294,2372,2295,2332,2256,2257,2371,2334
754,1805,1767,1843,1729,1844,1691,1881,1918,1919,1957
755,2258,2257,2334,2296,2219,2372,2220,2295,2182,2259
756,2144,2182,2219,2258,2106,2143,2181,2067,2183,2256
757,2259,2296,2258,2335,2260,2297,2220,2334,2221,2183
758,2186,2148,2072,2110,2073,2147,2071,2035,2033,2224
759,2144,2183,2258,2106,2220,2182,2145,2069,2068,2219
760,2258,2144,2182,2219,2183,2220,2106,2257,2145,2296
761,2032,1994,1956,1957,2070,1995,1918,1842,1880,2031
762,2144,2106,2068,2069,2183,1993,2030,1992,2182,2145
763,1993,2068,2069,1992,2031,2106,2144,2030,2183,2145
764,2599,2637,2939,2636,2600,2561,2598,2638,2523,2486
765,2258,2220,2183,2182,2219,2296,2257,2144,2334,2259
766,2107,2145,2183,2222,2260,2069,2108,2221,2031,2220
767,2294,2333,2256,2295,2332,2370,2219,2257,2372,2255
768,2258,2334,2257,2296,2372,2335,2219,2259,2295,2220
769,2183,2220,2145,2258,2144,2069,2106,2182,2107,2221
770,2107,2145,2108,2031,2069,2222,2183,2184,2260,2070
771,2258,2296,2220,2334,2257,2259,2219,2183,2335,2182
772,2369,2331,2330,2408,2407,2444,2332,2406,2368,2483
773,2183,2145,2220,2258,2107,2221,2259,2069,2144,2296
774,2256,2219,2181,2294,2295,2182,2257,2143,2258,2180
775,2260,2107,2222,2298,2184,2145,2146,2108,2221,2259
776,2144,2106,2182,2183,2068,2258,2069,2220,2030,2145
777,2258,2183,2220,2144,2182,2145,2106,2296,2219,2259
778,2258,2220,2182,2219,2183,2257,2296,2144,2334,2259
779,2107,2031,2108,2070,2145,2069,2032,2146,2184,2222
780,2258,2220,2183,2296,2259,2182,2257,2144,2219,2221
781,2032,2033,2070,1995,2071,1957,1994,1956,2031,2108
782,2372,2333,2334,2257,2295,2258,2370,2371,2294,2219
783,2068,1992,1993,2106,2030,2144,2069,2031,2183,1955
784,2258,2259,2296,2220,2334,2335,2297,2260,2221,2183
785,2258,2144,2183,2220,2182,2219,2106,2145,2257,2296
786,2107,2108,2070,2031,2146,2145,2184,2222,2032,2069
787,2258,2219,2257,2182,2295,2256,2334,2220,2144,2372
788,2258,2334,2257,2296,2372,2219,2220,2259,2335,2295
789,2259,2258,2220,2183,2296,2260,2221,2145,2222,2297
790,2372,2257,2333,2295,2334,2258,2219,2294,2256,2370
791,1994,2031,1956,2032,2946,1842,1880,1993,2070,1955
792,1842,2946,1880,1994,1803,1956,1841,1879,2031,1993
793,2219,2256,2181,2182,2258,2295,2257,2294,2144,2143
794,2144,2183,2106,2258,2182,2220,2145,2069,2068,2219
795,2256,2219,2294,2295,2181,2257,2333,2258,2182,2255
796,2144,2258,2183,2182,2220,2106,2219,2145,2069,2068
797,2258,2183,2220,2144,2182,2145,2106,2219,2296,2257
798,2372,2410,2334,2371,2335,2333,2411,2257,2370,2448
799,2183,2145,2220,2258,2069,2107,2144,2106,2221,2182
800,2258,2220,2183,2182,2144,2219,2296,2257,2145,2106
801,2335,2410,2334,2372,2411,2373,2296,2259,2297,2371
802,2107,2145,2183,2222,2260,2069,2221,2108,2220,2184
803,2144,2219,2258,2182,2220,2257,2183,2106,2143,2181
804,2106,2144,2068,2069,2183,1993,1992,2030,2145,2031
805,2370,2333,2294,2332,2372,2295,2408,2371,2446,2256
806,2031,2107,1993,2069,2108,2070,1994,2032,2145,2068
807,2332,2294,2370,2331,2408,2333,2293,2255,2256,2446
808,1993,2031,1992,1955,2069,2068,1994,1879,2946,1841
809,2183,2145,2069,2144,2106,2220,2107,2068,2258,2182
810,2259,2260,2220,2221,2258,2296,2183,2145,2222,2297
811,2144,2182,2258,2106,2183,2219,2220,2068,2257,2069
812,2144,2219,2182,2258,2106,2220,2257,2183,2181,2143
813,2107,2069,2145,2031,2183,2108,1993,2068,2106,2222
814,2219,2258,2256,2257,2182,2295,2181,2144,2294,2143
815,2298,2261,2299,2336,2223,2337,2185,2338,2260,2374
816,2144,2106,2068,2030,2182,2183,2069,1992,2067,1993
817,2146,2184,2298,2107,2260,2222,2108,2070,2223,2109
818,2294,2332,2370,2333,2256,2295,2255,2408,2331,2293
819,2259,2260,2221,2220,2183,2296,2145,2222,2258,2297
820,2183,2220,2258,2145,2259,2221,2296,2107,2260,2222
821,2370,2332,2408,2331,2446,2294,2407,2369,2333,2293
822,1845,1997,1920,1921,2034,2035,1996,1958,1959,1844
823,2069,2183,2145,2107,2106,2068,2144,2031,1993,2220
824,2183,2144,2258,2220,2106,2182,2145,2069,2068,2219
825,2031,1993,2069,2107,2108,1994,2068,2070,2145,2032
826,2145,2183,2107,2220,2260,2221,2222,2259,2258,2069
827,2258,2257,2219,2295,2334,2372,2333,2256,2296,2182
828,2183,2145,2107,2069,2220,2258,2106,2144,2221,2222
829,2370,2333,2332,2446,2294,2408,2372,2371,2409,2295
830,2219,2258,2182,2257,2144,2256,2295,2181,2220,2143
831,2146,2070,2071,2108,2107,2109,2032,2184,2033,2031
832,2370,2446,2408,2332,2333,2294,2409,2331,2407,2484
833,2144,2106,2068,2069,2183,1993,2145,2182,2030,1992
834,1805,1843,1767,1729,1691,1842,1766,1690,1804,1918
835,2258,2219,2182,2257,2220,2144,2183,2296,2334,2295
836,2219,2295,2257,2256,2294,2333,2258,2372,2334,2181
837,2181,2143,2219,2105,2144,2256,2067,2142,2029,2104
838,1993,1992,2031,2068,1879,1955,1841,2069,1917,2030
839,2333,2370,2372,2294,2295,2332,2371,2257,2334,2256
840,2258,2220,2219,2182,2257,2183,2144,2296,2334,2259
841,2219,2256,2181,2182,2144,2258,2143,2257,2295,2294
842,2258,2220,2183,2182,2144,2296,2219,2257,2259,2145
843,2071,2070,2146,2033,2109,2032,2108,2184,2107,2185
844,2333,2370,2372,2294,2332,2295,2371,2257,2256,2334
845,2183,2069,2145,2144,2106,2107,2068,2220,2258,2182
846,2939,2597,2559,2560,2484,2522,2521,2598,2485,2446
847,2144,2106,2068,2030,1992,2069,1993,2182,2183,2067
848,2219,2144,2258,2182,2257,2220,2106,2183,2181,2143
849,2446,2370,2484,2409,2408,2445,2333,2522,2371,2447
850,2258,2257,2334,2219,2296,2372,2295,2220,2182,2259
851,2370,2446,2408,2332,2333,2409,2484,2407,2445,2331
852,2333,2372,2370,2294,2295,2371,2257,2332,2334,2256
853,2144,2219,2182,2143,2067,2181,2106,2258,2030,2256
854,2183,2069,2145,2106,2144,2068,2107,2220,1993,2031
855,2106,2144,2068,2069,2183,1993,2145,1992,2030,2031
856,1993,2069,2068,2031,2106,1992,2144,2183,2145,2107
857,2031,2107,1993,2069,2108,2070,1994,2145,2032,2068
858,2033,2071,1995,2072,1996,2032,2070,1957,2109,1919
859,2258,2296,2259,2334,2335,2220,2257,2297,2221,2183
860,2144,2183,2106,2182,2258,2220,2069,2145,2068,2219
861,1842,1805,1843,1880,1918,1804,1956,1766,1957,1767
862,2219,2258,2182,2144,2257,2256,2181,2295,2143,2220
863,2258,2257,2296,2334,2220,2219,2182,2259,2183,2372
864,2069,2031,1993,2107,2068,2145,2183,2106,2108,2144
865,2219,2144,2182,2258,2181,2143,2256,2257,2106,2067
866,2070,2032,2108,2071,2031,2107,2146,2033,2109,1994
867,2260,2259,2222,2221,2145,2107,2298,2297,2183,2220
868,2258,2220,2296,2183,2259,2257,2182,2334,2219,2221
869,2370,2332,2408,2333,2294,2446,2331,2407,2409,2369
