"","twi","tsh","ken","brk","srp","oc","Dfd","disco","odd","exex"
"455","330","331","370","333","368","293","332","295","367","366"
"456","464","465","466","426","425","424","385","384","2978","345"
"457","515","549","516","586","517","518","550","588","480","477"
"458","1446","1559","1408","1597","1635","1673","1711","1749","1521","1787"
"459","1129","1396","1434","1358","1091","1053","1015","977","1472","1510"
"460","655","660","693","621","3033","620","658","731","698","2955"
"461","1964","1965","1926","1888","1850","1812","2980","1774","1736","1698"
"462","552","25","62","27","514","553","554","592","555","556"
"463","1433","1434","1396","1471","1509","1358","1395","1357","1547","1585"
"464","2589","2243","2282","2551","2590","2591","2592","2593","2594","2552"
"465","260","292","258","219","217","179","178","177","252","256"
"466","951","953","989","915","1027","913","991","1029","1067","1105"
"467","1325","1327","1365","1287","1289","1403","1441","1479","1517","1249"
"468","1257","927","1219","965","1181","1143","1105","1067","1029","991"
"469","1257","2320","1219","1181","1143","1105","1067","1029","991","953"
"470","1257","1483","1219","1181","1143","1105","1067","1029","991","953"
"471","1745","1783","1821","1859","1897","1707","1669","1935","1973","1631"
"472","2182","1954","1992","1916","1878","1840","1802","1764","1726","1688"
"473","1091","1127","1053","1015","977","1129","1089","1165","1203","1204"
"474","828","1473","1435","1511","866","904","942","980","1018","1549"
"475","2567","2605","2644","2606","2607","2608","2570","2604","2566","2565"
"476","2182","2257","2295","2294","2143","2105","2142","2103","2144","2106"
"477","1454","1456","1494","1532","1418","1380","2949","1342","1304","1266"
"478","1187","1193","1225","1231","1149","3007","2936","1073","1035","997"
"479","1053","1054","1091","1092","1015","977","1130","1129","1016","1168"
"480","651","649","3023","688","652","653","691","729","686","687"
"481","887","891","929","849","811","925","773","967","853","1005"
"482","1631","1629","1667","1591","1593","1705","1743","1781","1819","1857"
"483","105","11","14","106","144","108","142","65","138","99"
"484","1009","1011","1047","971","933","895","973","935","897","859"
"485","1745","1783","1821","1859","1897","1707","1669","1935","1973","1631"
"486","1461","1465","1423","1385","1503","1427","1389","1351","1313","1347"
"487","910","833","948","986","1024","1062","1100","1138","1176","1214"
"488","2952","1745","1783","1821","1684","1646","1608","1570","1532","1494"
"489","1669","1707","1745","1783","1821","1859","1897","1935","1973","1631"
"490","467","503","502","468","504","463","500","466","465","464"
"491","758","1064","1102","1140","1178","1216","1254","1026","988","950"
"492","296","263","295","332","293","330","329","291","3009","297"
"493","541","579","540","580","543","581","582","545","546","509"
"494","1411","1433","1449","1471","1509","1373","1395","1357","1547","1585"
"495","1190","1153","1228","1115","1191","1229","1266","1304","1342","2949"
"496","562","524","523","487","522","485","486","449","484","447"
"497","1445","1447","1407","1369","1331","1485","1523","1293","1255","1217"
"498","37","2917","2919","2916","2911","2909","2907","2867","2904","2901"
"499","1564","1565","1602","1603","1641","1679","1717","1755","1526","3005"
"500","1012","1273","1311","1349","1387","1425","1463","1501","1539","1577"
"501","1167","1129","1205","1091","1053","1015","977","1168","1130","1092"
"502","37","114","76","74","35","32","28","26","66","24"
"503","541","579","540","580","543","581","582","545","546","509"
"504","1098","1099","1136","1061","1174","1137","1023","985","947","909"
"505","2041","2118","2003","2079","2156","2194","2195","2233","2234","2197"
"506","1368","1399","1406","1330","1292","1444","3038","1482","1520","1361"
"507","1411","1450","1449","1373","1451","1489","1527","1565","1603","1641"
"508","1038","1037","1076","1114","1152","1075","1113","1000","1151","1189"
"509","914","2360","952","990","2398","2436","1028","2322","2284","1066"
"510","629","632","666","628","627","626","594","591","631","593"
"511","1091","1127","1053","1015","977","1129","1089","1165","1203","1204"
"512","776","805","738","767","814","813","851","804","737","775"
"513","803","426","425","804","805","767","806","844","882","920"
"514","1199","1200","1238","1161","1276","1237","1275","1314","1352","1390"
"515","2591","2629","2628","2627","2590","2589","2551","2592","2593","2594"
"516","1989","2066","1951","2027","2065","2102","2063","2101","2138","2176"
"517","609","887","610","849","811","571","925","773","572","535"
"518","2882","2805","2844","2807","2843","2846","2809","2771","2881","2880"
"519","337","380","341","379","416","415","342","453","492","490"
"520","153","195","192","196","197","159","121","123","162","125"
"521","1130","1131","1169","1092","1054","1016","1168","978","940","1093"
"522","2443","2481","2442","2480","2441","2518","2519","2520","2521","2559"
"523","158","197","196","159","121","157","120","122","84","124"
"524","1257","1272","1310","1219","1181","1143","1105","1067","1029","991"
"525","1593","2989","1632","1631","1670","2944","1555","1517","1479","1441"
"526","1052","1357","1395","1433","1471","1509","1014","976","1090","1128"
"527","617","618","2965","619","654","615","577","657","620","3033"
"528","148","186","146","145","182","143","180","103","102","63"
"529","2952","1683","1645","1607","1569","1531","1684","1646","1608","1570"
"530","554","557","558","592","596","559","555","556","553","590"
"531","1310","1013","1272","1051","1234","1196","1158","1120","1082","1044"
"532","1303","1266","1265","1304","1341","1342","2949","1380","1379","2992"
"533","882","423","920","958","844","843","881","919","957","806"
"534","1309","1326","1288","1347","1385","1423","1461","1499","1537","1575"
"535","1056","1049","1087","1094","1132","1170","2932","1208","1246","1284"
"536","405","437","474","473","472","475","444","3017","514","552"
"537","2967","1315","1277","1353","1391","1242","1280","1318","1356","1394"
"538","840","846","808","770","884","922","960","998","1036","1074"
"539","2324","2990","2362","2286","2249","2287","2288","2289","2979","2328"
"540","1052","1357","1395","1433","1471","1509","1014","976","1090","1128"
"541","1677","1597","1635","1673","1711","1749","1559","1521","1639","1601"
"542","1445","1446","1408","1407","1369","1331","1370","1484","1522","3034"
"543","2777","2779","2778","2814","2816","2741","2701","2776","2775","2738"
"544","1147","1181","1143","1105","1067","1029","1185","1223","1261","1299"
"545","109","107","31","70","112","150","152","67","104","64"
"546","2027","2103","2065","2102","2063","2101","2138","2176","2175","2137"
"547","401","476","439","478","479","441","477","515","516","517"
"548","1593","2989","1632","1631","1670","2944","1555","1517","1479","1441"
"549","2681","2639","2678","2680","2676","2679","2716","2717","2675","2674"
"550","733","770","808","846","771","809","884","922","960","998"
"551","2257","2295","2294","2258","2220","2221","2222","2184","2146","2219"
"552","1631","1629","1667","1591","1593","1705","1743","1781","1819","1857"
"553","2596","629","666","628","627","626","591","2597","2939","2599"
"554","1821","1440","1783","1745","1402","1478","1516","1554","1859","1897"
"555","1722","1608","1570","1532","1494","1456","1418","1380","2949","1342"
"556","1056","1133","2963","1171","1209","1247","1285","1095","1094","1132"
"557","2492","2496","2491","2458","2454","2455","2456","2419","2457","2421"
"558","1272","1764","1310","1726","1688","1234","1196","1158","1120","1082"
"559","1009","1011","1047","971","933","895","973","935","897","859"
"560","263","339","376","375","412","411","373","372","371","408"
"561","2822","2826","2783","2825","2789","2828","2829","2787","2785","2823"
"562","1880","1838","1876","1800","1762","1842","1724","1686","1918","1804"
"563","2451","2489","2450","2412","2411","2410","2371","2490","2491","2492"
"564","2556","2557","2595","2555","2596","2597","2939","2599","2558","2594"
"565","2171","2127","2170","2132","2131","2169","2208","2209","2172","2210"
"566","569","3016","646","684","531","493","532","570","608","494"
"567","1125","1163","1201","1239","1087","1049","1277","1315","1353","1391"
"568","22","24","26","66","28","32","35","74","37","18"
"569","1125","1155","1163","1117","1079","1201","1239","1041","1003","965"
"570","1982","2204","2020","2019","1944","1906","1868","1830","2057","2018"
"571","28","32","35","74","37","26","66","24","22","18"
"572","863","899","861","823","937","975","1013","1051","824","786"
"573","847","883","921","959","997","1035","1073","2936","3007","1149"
"574","1187","1193","1225","1231","1149","3007","2936","1073","1035","997"
"575","2335","2334","2372","2333","2373","2374","2375","2413","2332","2331"
"576","2289","2364","2979","2328","2329","2291","2292","2293","2255","2218"
"577","817","820","779","858","896","934","972","1010","1048","1086"
"578","1227","1229","2992","1189","1265","1303","1341","1379","1417","1228"
"579","687","723","686","649","3023","688","762","761","799","837"
"580","1130","1131","1169","1092","1054","1016","1168","978","940","1093"
"581","1539","1578","1501","1463","1540","1502","1464","1425","1577","1615"
"582","2112","2037","2074","2075","1999","1998","1961","1923","1885","1847"
"583","2750","391","2751","2752","2753","2792","2755","2756","2715","2754"
"584","811","844","849","887","925","773","882","920","958","843"
"585","541","579","540","580","543","581","582","545","546","509"
"586","57","59","94","93","130","129","166","165","3012","164"
"587","2601","2640","2600","2561","2598","2560","2559","2641","2603","2642"
"588","1356","1009","1318","1280","1047","971","933","2967","1242","895"
"589","2751","2441","2750","2752","2753","2792","2755","2756","2480","2518"
"590","1824","1478","1516","1786","1748","1710","1862","1900","1938","1976"
"591","2008","2354","2392","1970","2317","2279","2241","2242","2204","1932"
"592","837","875","913","951","989","1027","1065","1103","1141","1179"
"593","2609","2648","2571","2610","2611","2612","2574","2573","2572","2533"
"594","922","884","960","998","1036","1074","1112","1111","1150","1188"
"595","1038","1037","1076","1114","1152","1075","1113","1000","1151","1189"
"596","1333","1370","1408","1446","1295","1484","1522","3034","1371","1409"
"597","1130","1131","1169","1092","1054","1016","1168","978","940","1093"
"598","1445","1446","1408","1407","1369","1331","1370","1484","1522","3034"
"599","1471","934","1433","1509","1395","1357","972","1010","896","1547"
"600","1015","1053","1091","977","1129","939","901","863","825","787"
"601","1631","1629","1667","1591","1593","1705","1743","1781","1819","1857"
"602","1147","1181","1143","1105","1067","1029","1185","1223","1261","1299"
"603","962","2373","2335","2374","2334","2372","2333","924","886","848"
"604","1187","1193","1225","1231","1149","3007","2936","1073","1035","997"
"605","1220","1222","1258","1184","1296","1334","1372","1410","3039","1448"
"606","22","24","26","66","28","32","35","74","37","18"
"607","2207","2244","2246","2247","2284","2322","2360","2398","2436","2285"
"608","17","20","15","13","12","10","2976","23","21","19"
"609","840","799","837","875","913","951","989","1027","1065","1103"
"610","585","622","623","661","624","587","625","626","627","628"
"611","2539","2621","2576","2614","2575","2537","2578","2577","2613","2650"
"612","2624","2708","2746","2747","2707","2625","2748","2711","2749","2788"
"613","2917","2919","2916","2911","2909","2907","2867","2904","2901","2900"
"614","2521","2601","2640","2600","2561","2598","2560","2559","2641","2603"
"615","453","489","415","416","379","341","380","342","492","451"
"616","1342","1044","2949","1380","1304","1266","1418","1456","1494","1532"
"617","929","930","968","891","1006","1044","1082","1120","1158","1196"
"618","1190","1153","1228","1115","1191","1229","1266","1304","1342","2949"
"619","2539","2621","2576","2614","2575","2537","2578","2577","2613","2650"
"620","1091","1127","1053","1015","977","1129","1089","1165","1203","1204"
"621","2451","2489","2450","2412","2411","2410","2371","2490","2491","2492"
"622","1745","1783","1821","1859","1897","1707","1669","1935","1973","1631"
"623","1954","2179","2216","1992","1916","1878","1840","1802","1764","1726"
"624","445","481","482","483","520","521","446","560","561","3017"
"625","1015","689","977","1053","1091","1129","690","728","939","901"
"626","1504","1769","1731","1693","1655","1617","1542","1580","1618","1656"
"627","1326","1288","1364","1402","1440","1478","1516","1554","1250","1212"
"628","1133","1436","2963","1171","1209","1247","1285","1095","1323","1361"
"629","1338","1339","1300","1377","1376","1415","1453","3021","1491","1529"
"630","986","2617","1024","948","1062","1100","1138","910","1176","1214"
"631","1745","1783","1821","1859","1897","1707","1669","1935","1973","1631"
"632","1165","1166","2977","1128","1090","1052","1014","976","1127","1089"
"633","1147","1181","1143","1105","1067","1029","1185","1223","1261","1299"
"634","710","748","671","673","749","747","635","788","750","713"
"635","439","545","478","479","441","582","401","546","581","543"
"636","41","44","78","77","82","45","2928","48","50","2981"
"637","957","843","881","919","844","882","920","958","806","767"
"638","330","331","370","333","368","293","332","295","367","366"
"639","2334","2335","2372","2333","2373","2374","2375","2413","2332","2331"
"640","451","489","526","525","563","600","599","636","674","635"
"641","758","1064","1102","1140","1178","1216","1254","1026","988","950"
"642","1190","1153","1228","1115","1191","1229","1266","1304","1342","2949"
"643","2571","1015","977","1053","1091","2610","1129","2609","2611","2612"
"644","2265","2309","2227","2347","2346","2308","2226","2225","2187","2224"
"645","1102","1026","1064","1140","1178","1216","1254","988","950","912"
"646","1878","1879","1841","1916","1954","1992","1840","1802","1764","1726"
"647","1669","1707","1745","1783","1821","1859","1897","1935","1973","1631"
"648","3002","758","2615","757","756","794","793","831","869","907"
"649","1824","1402","1786","1440","1748","1710","1862","1900","1938","1976"
"650","1338","1339","1300","1377","1376","1415","1453","3021","1491","1529"
"651","1326","1288","1364","1402","1440","1478","1516","1554","1250","1212"
"652","425","462","426","424","385","384","2978","345","387","349"
"653","1137","1138","1100","1062","1099","1061","1024","986","948","910"
"654","330","331","370","333","368","293","332","295","367","366"
"655","1147","1181","1143","1105","1067","1029","1185","1223","1261","1299"
"656","928","958","920","966","882","844","1004","843","881","919"
"657","1593","2989","1632","1631","1670","2944","1555","1517","1479","1441"
"658","2601","2640","2600","2561","2598","2560","2559","2641","2603","2642"
"659","89","97","91","92","88","87","85","124","84","122"
"660","2339","655","693","2338","2301","2340","731","2337","2303","3000"
"661","1354","1008","1046","1316","970","1278","1392","1430","1468","1506"
"662","1354","1008","1046","1316","970","1278","1392","1430","1468","1506"
"663","1368","1399","1406","1330","1292","1444","3038","1482","1520","1361"
"664","307","343","381","420","382","344","305","383","421","269"
"665","2952","1683","1645","1607","1569","1531","1684","1646","1608","1570"
"666","910","833","948","986","1024","1062","1100","1138","1176","1214"
"667","889","851","813","814","776","738","737","775","700","699"
"668","2974","1325","1287","1249","1211","1363","1401","1439","1477","1515"
"669","1152","1114","1076","1038","1000","962","924","886","848","1190"
"670","1009","1011","1047","971","933","895","973","935","897","859"
"671","2127","2203","2128","2090","2164","2126","2049","2011","2048","2010"
"672","910","833","948","986","1024","1062","1100","1138","1176","1214"
"673","2282","2359","2243","2397","2321","2435","2434","2396","2395","2283"
"674","401","476","439","478","479","441","477","515","516","517"
"675","2652","2735","2651","2688","2984","2734","2772","2810","2811","2999"
"676","1669","1707","1745","1783","1821","1859","1897","1935","1973","1631"
"677","1445","1447","1407","1369","1331","1485","1523","1293","1255","1217"
"678","2689","2690","2691","2692","2693","2655","2726","2725","2724","2964"
"679","919","843","881","957","844","882","920","958","806","767"
"680","1669","1707","1745","1783","1821","1859","1897","1935","1973","1631"
"681","2660","2619","2657","2732","2770","2731","2768","2767","2728","2727"
"682","788","824","786","750","713","823","861","899","937","975"
"683","1129","1396","1434","1358","1091","1053","1015","977","1472","1510"
"684","1015","1165","977","1053","1091","1129","1127","1089","1203","1204"
"685","2681","2639","2678","2680","2676","2679","2716","2717","2675","2674"
"686","889","851","813","814","776","738","737","775","700","699"
"687","970","972","1010","934","1008","1046","896","1084","1122","1160"
"688","1285","1322","1247","1209","1171","1360","2963","1133","1095","1398"
"689","451","452","489","414","526","525","563","600","599","636"
"690","1478","1514","1516","1476","1438","1554","1440","1402","1552","1590"
"691","1303","1266","1265","1304","1341","1342","2949","1380","1379","2992"
"692","2539","2621","2576","2614","2575","2537","2578","2577","2613","2650"
"693","330","331","370","333","368","293","332","295","367","366"
"694","558","617","557","596","559","618","2965","619","654","615"
"695","2182","2257","2295","2294","2143","2105","2142","2103","2144","2106"
"696","28","32","35","74","37","26","66","24","22","18"
"697","1152","1114","1076","1038","1000","962","924","886","848","1190"
"698","895","745","933","971","1009","1047","707","744","705","667"
"699","127","209","126","128","125","162","123","121","159","197"
"700","401","476","439","478","479","441","477","515","516","517"
"701","1481","1519","1443","1557","1405","1367","1329","1291","1253","3030"
"702","1669","1707","1745","1783","1821","1859","1897","1935","1973","1631"
"703","1669","1707","1745","1783","1821","1859","1897","1935","1973","1631"
"704","903","941","979","865","827","789","1017","1055","1093","1131"
"705","1494","1534","1456","1532","1418","1380","2949","1342","1304","1266"
"706","743","858","820","781","819","896","934","972","1010","1048"
"707","2561","2480","2598","2560","2559","2600","2601","2640","2641","2603"
"708","158","197","196","159","121","157","120","122","84","124"
"709","1395","1125","1357","1163","1433","1471","1509","1201","1239","1547"
"710","2161","2950","2162","2123","2200","2163","2125","2085","2084","2046"
"711","1133","1436","2963","1171","1209","1247","1285","1095","1323","1361"
"712","1745","1783","1821","1859","1897","1707","1669","1935","1973","1631"
"713","413","414","452","490","453","415","416","379","341","380"
"714","17","20","15","13","12","10","2976","23","21","19"
"715","22","24","26","66","28","32","35","74","37","18"
"716","563","564","525","602","601","638","527","526","637","675"
"717","1481","1519","1443","1557","1405","1367","1329","1291","1253","3030"
"718","405","437","474","473","472","475","444","3017","514","552"
"719","560","559","596","558","557","561","521","520","482","481"
"720","685","686","724","725","763","687","649","3023","688","764"
"721","22","24","26","66","28","32","35","74","37","18"
"722","1656","1694","1618","1580","1542","1504","1466","1428","1390","1352"
"723","117","307","156","118","119","2966","83","155","154","115"
"724","2512","2475","2511","2510","2433","2471","2476","2439","2477","2478"
"725","1175","1212","1250","1213","1251","1289","1327","1365","1403","1441"
"726","1187","1193","1225","1231","1149","3007","2936","1073","1035","997"
"727","1483","1486","1448","3039","1410","1372","1334","1296","1258","1220"
"728","1669","1707","1745","1783","1821","1859","1897","1935","1973","1631"
"729","117","118","119","156","2966","83","155","154","115","116"
"730","1497","1494","1456","1532","1459","1418","1380","2949","1342","1304"
"731","798","831","793","869","907","945","983","1021","1059","1097"
"732","2009","2432","2470","1971","2047","1933","1895","1857","1819","1781"
"733","1187","1193","1225","1231","1149","3007","2936","1073","1035","997"
"734","1723","957","1761","1799","1837","919","881","843","844","882"
"735","1203","1204","1242","2967","1280","1318","1356","1394","1432","1470"
"736","828","2459","2498","866","904","942","980","1018","2461","2500"
"737","2161","2950","2162","2123","2200","2163","2125","2085","2084","2046"
"738","2777","2790","2791","3028","2830","2793","2814","2816","2788","2749"
"739","425","462","426","424","385","384","2978","345","387","349"
"740","2609","2648","2571","2610","2611","2612","2574","2573","2572","2533"
"741","132","57","131","94","134","59","135","169","93","130"
"742","1038","1037","1076","1114","1152","1075","1113","1000","1151","1189"
"743","413","414","452","490","453","415","416","379","341","380"
"744","1309","1326","1288","1347","1385","1423","1461","1499","1537","1575"
"745","117","57","94","156","118","119","2966","83","155","59"
"746","97","136","137","63","102","103","180","143","182","98"
"747","2475","2477","2512","2511","2510","2433","2471","2476","2439","2478"
"748","2335","2334","2372","2333","2373","2374","2375","2413","2332","2331"
"749","2660","2619","2657","2732","2770","2731","2768","2767","2728","2727"
"750","1631","1629","1667","1591","1593","1705","1743","1781","1819","1857"
"751","949","950","912","874","987","1025","1063","1101","1139","3014"
"752","1190","1153","1228","1115","1191","1229","1266","1304","1342","2949"
"753","817","820","779","858","896","934","972","1010","1048","1086"
"754","647","685","648","3026","724","725","763","764","800","838"
"755","982","1017","1020","1055","1093","944","906","1131","1169","1058"
"756","2681","2639","2678","2680","2676","2679","2716","2717","2675","2674"
"757","1325","1327","1365","1287","1289","1403","1441","1479","1517","1249"
"758","1669","1707","1745","1783","1821","1859","1897","1935","1973","1631"
"759","1669","1707","1745","1783","1821","1859","1897","1935","1973","1631"
"760","180","181","143","182","103","102","183","184","63","137"
"761","2127","2203","2128","2090","2164","2126","2049","2011","2048","2010"
"762","496","327","534","328","495","497","366","367","368","331"
"763","2418","1435","1473","2417","2416","1511","2415","2453","2380","2381"
"764","1323","1359","1397","1361","1399","1285","1247","1209","1171","2963"
"765","1481","1519","1443","1557","1405","1367","1329","1291","1253","3030"
"766","889","851","813","814","776","738","737","775","700","699"
"767","1356","1009","1318","1280","1047","971","933","2967","1242","895"
"768","1092","2570","2608","1054","1130","1016","1168","978","940","2607"
"769","1950","1988","2026","2064","1989","1951","2997","1914","1913","2971"
"770","1411","1450","1449","1373","1451","1489","1527","1565","1603","1641"
"771","2660","2619","2657","2732","2770","2731","2768","2767","2728","2727"
"772","2952","1683","1645","1607","1569","1531","1684","1646","1608","1570"
"773","2372","2979","2333","2334","2335","2373","2374","2328","2289","2375"
"774","552","369","514","408","371","553","554","592","555","556"
"775","1480","1482","1442","1404","1366","1518","1556","1520","1328","1444"
"776","158","211","157","120","122","84","124","85","87","194"
"777","1480","1482","1442","1404","1366","1518","1556","1520","1328","1444"
"778","2282","1677","2243","1639","1601","1563","1525","1715","1753","1487"
"779","2182","1220","1258","1296","1334","1372","1410","3039","1448","1486"
"780","1325","1327","1365","1287","1289","1403","1441","1479","1517","1249"
"781","2009","2432","2470","1971","2047","1933","1895","1857","1819","1781"
"782","2334","2335","2372","2333","2373","2374","2375","2413","2332","2331"
"783","2711","2748","2749","2788","3028","2790","2791","2830","2793","2747"
"784","991","1028","953","915","1029","1067","1105","1143","1181","1219"
"785","377","379","341","380","416","415","342","378","2935","453"
"786","1130","1131","1169","1092","1054","1016","1168","978","940","1093"
"787","1064","1023","1102","1140","1178","1216","1254","985","1026","947"
"788","1190","1153","1228","1115","1191","1229","1266","1304","1342","2949"
"789","37","114","76","74","35","32","28","26","66","24"
"790","1577","1579","1615","1653","1539","1501","1463","1425","1387","1349"
"791","1839","2204","1801","1763","1725","1877","1915","1687","1649","2242"
"792","2768","2731","2767","2770","2732","2657","2728","2727","2764","2765"
"793","2359","2360","2397","2321","2398","2436","2322","2284","2435","2434"
"794","1015","976","977","1053","1091","1014","1052","1129","1090","1128"
"795","1807","1841","1845","1879","1769","1731","1693","1655","1617","1883"
"796","2439","840","878","839","801","802","765","2477","2476","2475"
"797","2430","2011","2049","2391","2930","2431","2469","2126","2164","2048"
"798","180","181","143","182","103","102","183","184","63","137"
"799","1939","1978","1977","2016","2931","2015","1940","2053","2092","2054"
"800","1454","1456","1494","1532","1418","1380","2949","1342","1304","1266"
"801","1124","1123","1085","1162","1200","1238","1276","1314","1352","1390"
"802","1330","756","1292","1368","1406","1444","3038","1482","1520","757"
"803","958","887","920","849","811","925","773","882","844","843"
"804","2008","2394","1970","2355","2356","2318","2280","1932","1894","1931"
"805","1074","1353","1315","1277","1112","1111","1391","1036","1429","1467"
"806","847","885","923","961","999","1036","1074","1112","1111","998"
"807","896","931","934","972","1010","1048","1086","969","1007","1124"
"808","2689","2690","2691","2692","2693","2655","2726","2725","2724","2964"
"809","1593","2989","1632","1631","1670","2944","1555","1517","1479","1441"
"810","1602","1640","1678","1564","1716","1754","1526","1792","1488","1830"
"811","2008","2394","1970","2355","2356","2318","2280","1932","1894","1931"
"812","330","331","370","333","368","293","332","295","367","366"
"813","2161","2950","2162","2123","2200","2163","2125","2085","2084","2046"
"814","1851","2155","2193","1889","1813","1775","1927","2192","2154","2153"
"815","1077","1114","1076","1152","1038","1000","1039","1001","963","962"
"816","1987","1986","1948","1949","1910","1872","2025","2024","2023","2062"
"817","2257","2295","2294","2258","2220","2221","2222","2184","2146","2219"
"818","1999","1998","2037","2075","1961","1923","1885","1847","1809","1771"
"819","1015","1055","1093","977","1053","1091","1129","1017","1131","1169"
"820","926","120","157","122","84","124","85","158","87","194"
"821","1876","2098","1838","2136","1800","1762","2061","2100","2023","2024"
"822","641","773","679","716","811","849","887","925","677","603"
"823","1821","1440","1783","1745","1402","1478","1516","1554","1859","1897"
"824","153","195","192","196","197","159","121","123","162","125"
"825","910","833","948","986","1024","1062","1100","1138","1176","1214"
"826","2952","1745","1783","1821","1684","1646","1608","1570","1532","1494"
"827","1103","1105","1065","1143","1181","1067","1029","1219","1257","991"
"828","1884","1885","1923","1847","1846","1808","1770","1732","1809","1771"
"829","2435","1902","1864","1826","1788","1750","1712","1674","1636","1598"
"830","914","2360","952","990","2398","2436","1028","2322","2284","1066"
"831","1814","1852","1890","2947","1776","1738","1700","1662","1624","1586"
"832","817","820","779","858","896","934","972","1010","1048","1086"
"833","26","66","24","22","28","32","35","74","37","18"
"834","569","3016","646","684","531","493","532","570","608","494"
"835","1449","1445","1411","1407","1369","1373","1331","1293","1255","1217"
"836","1484","1485","1522","1523","1446","1408","1370","3034","1447","1521"
"837","741","743","780","781","819","742","818","856","894","932"
"838","560","695","696","561","521","520","482","481","657","619"
"839","554","557","558","592","596","559","555","556","553","590"
"840","2660","2619","2657","2732","2770","2731","2768","2767","2728","2727"
"841","2917","2919","2916","2911","2909","2907","2867","2904","2901","2900"
"842","405","437","474","473","472","475","444","3017","514","552"
"843","1669","1707","1745","1783","1821","1859","1897","1935","1973","1631"
"844","895","745","933","971","1009","1047","707","744","705","667"
"845","1979","1980","2017","2056","2055","2093","2130","2091","1942","1904"
"846","843","851","881","919","957","844","882","920","958","813"
"847","1102","1026","1064","1140","1178","1216","1254","988","950","912"
"848","878","879","841","839","801","840","802","765","916","917"
"849","1354","1008","1046","1316","970","1278","1392","1430","1468","1506"
"850","2381","2458","2380","2496","2421","2460","2457","2419","2456","2455"
"851","1199","1200","1238","1161","1276","1237","1275","1314","1352","1390"
"852","788","824","786","750","713","823","861","899","937","975"
"853","848","3018","886","924","962","1000","1038","1076","1114","1152"
"854","617","618","2965","619","654","615","577","657","620","3033"
"855","1840","2017","1802","1979","1980","1764","1726","1688","1878","1916"
"856","1669","1707","1745","1783","1821","1859","1897","1935","1973","1631"
"857","2619","2620","2657","2732","2770","2731","2768","2767","2728","2727"
"858","180","181","143","182","103","102","183","184","63","137"
"859","2304","2305","2344","2991","2266","2267","2268","2306","2307","2345"
"860","1821","1440","1783","1745","1402","1478","1516","1554","1859","1897"
"861","2561","2480","2598","2560","2559","2600","2601","2640","2641","2603"
"862","1483","1486","1448","3039","1410","1372","1334","1296","1258","1220"
"863","425","462","426","424","385","384","2978","345","387","349"
"864","1140","1178","1216","1102","1064","1254","1026","988","950","912"
"865","467","503","502","468","504","463","500","466","465","464"
"866","3001","2314","2239","2201","2277","2200","2161","2123","2085","2084"
"867","1593","2989","1632","1631","1670","2944","1555","1517","1479","1441"
"868","1295","1141","1179","1333","1103","1065","1371","1409","1027","989"
"869","326","327","328","366","367","368","331","370","333","334"
"870","1824","1402","1786","1440","1748","1710","1862","1900","1938","1976"
"871","1481","1519","1443","1557","1405","1367","1329","1291","1253","3030"
"872","569","3016","646","684","531","493","532","570","608","494"
"873","1764","1766","1804","1728","1726","1690","1652","1688","1614","1576"
"874","2697","2619","2698","2657","2732","2770","2731","2768","2767","2728"
"875","1325","1327","1365","1287","1289","1403","1441","1479","1517","1249"
"876","2768","2731","2767","2770","2732","2657","2728","2727","2764","2765"
"877","448","449","486","485","523","562","524","487","522","484"
"878","1272","647","1310","648","1234","1196","1158","1120","1082","1044"
"879","585","622","623","661","624","587","625","626","627","628"
"880","11","14","6","4","2","3","42","5","8","7"
"881","776","957","738","919","881","843","844","882","920","958"
"882","1593","2989","1632","1631","1670","2944","1555","1517","1479","1441"
"883","259","61","257","294","255","60","100","64","104","67"
"884","487","488","524","562","523","522","485","486","449","484"
"885","2660","2619","2657","2732","2770","2731","2768","2767","2728","2727"
"886","3001","2314","2239","2201","2277","2200","2161","2123","2085","2084"
"887","910","833","948","986","1024","1062","1100","1138","1176","1214"
"888","986","2529","2528","1024","948","2568","1062","1100","1138","2527"
"889","617","618","2965","619","654","615","577","657","620","3033"
"890","1824","1402","1786","1440","1748","1710","1862","1900","1938","1976"
"891","776","957","738","919","881","843","844","882","920","958"
"892","1140","1178","1216","1102","1064","1254","1026","988","950","912"
"893","2360","2447","2486","2398","2436","2322","2284","2484","2445","2954"
"894","22","24","26","66","28","32","35","74","37","18"
"895","524","529","562","523","487","567","522","605","644","606"
"896","1641","1680","1679","1717","1755","1718","1603","1565","3005","1527"
"897","379","416","341","380","415","342","453","492","490","491"
"898","889","851","813","814","776","738","737","775","700","699"
"899","2360","2548","2398","2436","2322","2284","2549","2246","2247","2207"
"900","1010","971","972","933","1009","1047","934","895","896","1048"
"901","158","197","196","159","121","157","120","122","84","124"
"902","1729","1691","1653","1615","1577","1539","1501","1463","1425","1387"
"903","1395","931","1357","1433","1471","1509","1547","1585","1623","1661"
"904","117","343","156","118","119","2966","83","155","381","154"
"905","921","923","961","883","959","997","1035","1073","2936","3007"
"906","1326","1288","1364","1402","1440","1478","1516","1554","1250","1212"
"907","1102","1026","1064","1140","1178","1216","1254","988","950","912"
"908","2952","1683","1645","1607","1569","1531","1684","1646","1608","1570"
"909","2779","2911","2778","2909","2907","2867","2904","2916","2917","2919"
"910","3027","1897","1859","1821","1783","1745","1707","1669","2010","1972"
