,aay,Ama,Ance,Antp,apt,Blimp-1,bmm,bowl,brk,Btk29A
537,2961,722,684,836,1102,1254,988,950,1026,912
538,2961,3019,114,190,76,37,266,38,75,152
539,635,788,711,712,787,597,749,674,750,826
540,37,114,3019,76,38,75,36,190,74,152
541,684,722,608,266,494,304,342,836,532,798
542,337,299,338,375,261,412,336,376,413,297
543,2961,3019,190,266,114,76,37,228,152,75
544,684,722,608,494,266,836,798,342,304,532
545,722,684,836,608,798,950,912,988,874,1026
546,266,304,684,608,342,494,722,418,228,190
547,1254,1178,1216,1140,1102,1064,3038,1026,1292,2943
548,722,684,608,836,798,912,950,494,988,874
549,2961,3019,33,38,37,114,36,76,74,75
550,2961,266,190,228,304,76,114,152,3013,75
551,684,722,608,494,836,266,798,532,570,342
552,2961,1558,1482,1596,1254,1634,1520,1672,1444,3038
553,3019,33,38,36,2961,37,30,2937,4,6
554,1544,1507,1506,1469,1582,1545,1468,1620,1658,1583
555,1558,1672,1634,1596,1710,1862,1748,1976,2052,1938
556,2961,3019,33,38,36,37,2,4,6,114
557,2961,3019,33,38,37,114,76,36,74,75
558,722,836,684,798,912,950,608,874,760,988
559,797,759,798,760,721,835,836,722,874,683
560,1558,1254,1482,3038,1520,1596,1444,1216,1102,1368
561,266,684,722,608,304,494,342,418,532,228
562,950,1026,912,988,1064,1102,1140,836,874,1216
563,722,836,684,798,950,912,988,874,1026,608
564,722,684,608,836,798,760,912,683,874,494
565,2961,684,722,836,608,950,798,988,912,1026
566,1558,1672,1596,1634,2052,2166,1862,1710,1976,2090
567,2961,722,684,836,608,988,950,912,1102,1026
568,755,717,793,679,831,794,754,718,830,792
569,2961,266,190,304,228,342,684,3013,608,152
570,1254,1102,988,1026,836,1216,950,1064,722,1140
571,341,418,342,380,304,303,265,456,340,379
572,719,758,2938,682,681,643,720,605,492,757
573,722,684,836,608,950,798,988,912,2961,1026
574,2961,266,684,722,608,304,190,342,494,228
575,266,304,342,228,227,418,380,265,303,456
576,2961,1254,1558,1102,722,684,1216,836,988,3038
577,2961,684,722,836,608,1102,988,1254,950,1026
578,2961,684,722,266,608,836,3019,1102,988,1254
579,266,304,342,228,190,418,494,3013,227,608
580,266,684,608,722,494,304,342,418,532,228
581,2961,684,722,1254,1558,1102,836,988,1216,1026
582,722,684,608,836,798,912,760,494,950,874
583,684,722,608,266,494,836,304,342,798,532
584,2961,266,684,190,304,608,722,228,342,494
585,1102,1254,1026,1064,950,988,1216,1140,912,836
586,266,304,684,342,608,190,228,494,722,418
587,836,722,950,798,912,874,988,1026,684,760
588,2961,266,190,228,76,304,114,152,3013,75
589,1254,1558,3038,1216,1482,1102,1444,1330,1368,1520
590,836,950,912,988,1026,798,722,874,1102,1064
591,863,900,901,938,862,825,976,939,824,1014
592,2961,266,190,304,228,342,684,608,3013,722
593,1021,1059,1098,983,1136,984,907,1060,946,945
594,2166,2204,2090,2052,2280,1976,2394,1938,1862,2014
595,722,684,836,608,798,950,912,988,1026,874
596,190,76,114,37,266,75,152,228,3013,2961
597,151,113,149,188,148,150,152,112,3013,224
598,266,190,228,304,3013,152,342,76,75,114
599,38,37,36,74,114,35,3019,30,76,33
600,114,76,37,75,73,152,74,2933,110,150
601,2961,684,722,608,836,988,1102,950,266,1026
602,2961,684,722,608,836,798,494,912,950,988
603,2961,3019,33,38,37,114,36,76,74,75
604,2961,3019,114,37,76,190,38,266,75,152
605,266,304,684,608,342,494,722,228,418,190
606,2961,1558,1482,1596,1254,1634,1520,1672,1444,3038
607,190,228,3013,152,266,75,227,113,76,114
608,2961,684,722,836,608,950,988,798,912,1102
609,2961,684,722,836,608,798,950,988,912,1026
610,266,190,228,304,3013,342,152,227,75,76
611,899,861,937,975,823,900,898,862,936,1013
612,722,684,836,798,912,950,608,988,874,1026
613,266,228,190,304,3013,227,342,152,265,418
614,722,836,684,950,988,1102,1026,912,1064,798
615,1672,1634,1558,1748,1710,1596,1786,1862,1824,1900
616,722,836,798,684,912,950,874,760,608,683
617,684,266,722,608,494,304,342,418,532,836
618,722,684,836,608,798,950,912,988,1026,1102
619,2961,1558,1254,1482,1596,1634,1520,1672,1444,3038
620,37,114,38,76,74,36,75,73,35,152
621,722,684,836,608,950,798,912,988,1026,1102
622,2961,684,722,836,1254,1102,608,988,1558,1026
623,2166,2204,2052,2090,1976,2280,2014,1938,1900,1862
624,3019,33,38,36,37,30,2937,74,114,35
625,190,266,228,76,152,114,3013,75,304,37
626,722,684,798,608,683,760,646,836,494,721
627,1558,1596,1634,1672,1482,1710,1520,1748,1862,1444
628,722,836,684,798,912,950,874,988,608,760
629,831,907,869,983,945,1021,793,1059,944,830
630,1811,1849,1925,1888,1773,1926,1850,1887,1812,2001
631,2204,2280,2166,2356,2394,2090,2052,2318,2432,2242
632,684,722,608,266,494,304,342,836,532,418
633,221,260,298,223,222,297,296,259,258,261
634,114,37,76,75,38,190,152,74,73,3013
635,266,684,608,722,304,494,342,418,532,228
636,289,327,290,3009,288,328,251,250,2995,365
637,2204,2280,2166,2394,2356,2090,2432,2052,2318,2242
638,2961,1558,1254,1482,1596,1520,3038,1444,1634,1216
639,824,823,785,747,862,861,786,748,709,2941
640,1558,1520,1482,1444,3030,1596,1519,1634,1406,1443
641,487,449,486,448,488,3037,526,525,450,524
642,1938,2052,1976,1862,1900,2014,2090,1824,1748,1786
643,37,114,76,38,3019,75,74,36,152,190
644,266,228,304,3013,227,190,342,265,303,152
645,222,221,223,260,184,298,183,261,297,145
646,828,789,827,866,865,790,3029,751,752,713
647,23,21,62,25,20,60,19,26,66,27
648,1205,1167,2994,1129,1206,1168,1166,1243,1242,1281
649,828,829,867,866,790,904,791,789,905,868
650,453,492,491,490,414,415,529,681,452,719
651,950,949,912,835,797,911,874,987,873,1025
652,494,684,608,722,418,456,532,342,570,646
653,64,100,65,104,138,142,25,99,61,63
654,2052,2166,2090,1976,1938,1862,2204,2014,1900,1824
655,722,684,836,608,798,912,950,874,988,760
656,190,266,76,114,152,228,75,37,3013,304
657,722,836,1102,988,950,684,1026,1254,912,1064
658,418,342,304,380,456,341,266,303,417,265
659,341,303,380,418,340,379,342,265,304,417
660,446,409,371,483,522,408,484,523,370,372
661,266,190,228,2961,304,3013,152,342,76,75
662,266,684,608,304,494,342,722,418,532,228
663,1558,1596,1634,1672,1710,1482,1748,1520,1862,1786
664,3019,38,37,114,76,36,33,74,75,35
665,2961,1254,1102,722,836,988,684,1026,1216,950
666,948,986,1024,1062,1100,910,1138,947,834,1023
667,1558,1482,1596,1634,1520,1672,1254,1444,1710,3038
668,722,836,798,912,950,684,874,760,988,1026
669,2961,684,722,836,608,1102,1254,988,950,1026
670,684,722,608,494,266,342,418,532,304,570
671,2584,2546,2905,2774,2394,2698,2508,2432,2697,2660
672,900,863,862,938,901,825,824,976,899,861
673,1254,3038,1330,1216,1368,1444,1292,1406,1482,1558
674,266,304,342,418,494,228,380,456,227,265
675,2961,684,722,608,836,266,494,798,304,342
676,266,190,304,228,342,3013,494,684,227,152
677,2961,722,1102,836,1254,684,988,1026,950,1064
678,1205,1167,1242,1166,1243,2994,1281,1129,1204,1319
679,2052,2090,2166,2204,2051,2014,2128,2165,1976,2242
680,266,304,228,190,342,3013,227,418,265,380
681,114,76,37,190,75,152,38,3019,228,3013
682,37,114,76,38,74,75,73,152,35,2933
683,684,266,722,608,494,304,342,418,532,228
684,266,190,228,304,3013,152,342,227,75,76
685,2961,684,722,608,836,798,494,266,912,950
686,2961,2166,2204,2090,2052,2280,1976,2394,1938,1862
687,2961,684,722,608,836,798,494,266,912,950
688,76,114,190,75,152,37,3013,228,113,266
689,1558,1634,1672,1596,1710,1748,1520,1482,1786,1824
690,54,52,17,19,15,51,21,56,20,55
691,2052,1938,1976,1862,1900,2014,2090,1824,1748,2166
692,2715,2753,2752,2714,2792,2754,2790,2791,2716,2677
693,1292,1254,3038,2943,1329,1330,1216,1178,1368,1215
694,794,793,831,755,870,717,832,718,756,908
695,266,190,228,304,3013,227,342,152,265,75
696,2961,722,684,836,608,988,950,912,1102,798
697,266,304,342,494,228,684,608,418,190,722
698,266,684,608,304,722,494,342,418,532,228
699,1254,1558,3038,1482,1216,1444,1330,1368,1102,1520
700,2076,2114,2037,2948,2115,2152,2001,2038,2075,1962
701,2961,1558,1596,2905,1634,2166,1482,1672,1710,2052
702,2967,1242,1432,1204,1356,1469,1203,1318,1165,1431
703,836,722,950,988,1026,1102,912,684,1064,798
704,114,76,37,75,152,190,74,73,2933,38
705,190,76,114,37,75,152,228,266,3013,38
706,2961,266,684,304,608,722,190,342,228,494
707,828,789,866,790,829,867,827,904,791,752
708,2961,2905,2908,2584,2546,2166,2204,2394,2280,2090
709,2961,266,190,304,228,684,342,3013,76,608
710,902,863,901,978,864,940,939,1016,977,826
711,108,145,144,146,184,147,31,106,107,183
712,1862,1938,1976,2052,1900,1748,1824,1786,1672,2014
713,1329,1291,1367,1405,1215,1366,1253,1443,1404,1480
714,2961,3019,2905,266,33,190,114,76,37,38
715,494,608,418,456,684,722,532,342,570,646
716,722,836,684,950,988,912,1026,1102,798,1064
717,863,901,902,939,900,825,864,938,977,787
718,2961,266,304,190,684,342,228,608,722,494
719,3019,33,38,36,37,114,30,2937,74,76
720,266,190,228,3013,304,227,152,113,342,75
721,2961,3019,266,190,114,76,33,37,38,228
722,2961,3019,114,76,37,190,38,266,75,152
723,2961,1558,1254,1482,1596,1520,3038,1634,1444,1216
724,452,414,453,375,490,413,377,528,451,376
725,2961,1558,2166,2052,1596,1672,1634,2090,1862,1976
726,722,836,684,798,912,950,874,608,760,683
727,950,912,836,874,988,798,1026,1064,1102,722
728,266,304,342,228,190,418,494,227,3013,380
729,378,339,377,263,376,301,2935,416,414,415
730,2961,3019,37,114,76,38,190,33,75,152
731,1509,1471,1433,1472,1510,1548,1434,1547,1319,1395
732,1544,1506,1507,1582,1658,1620,1696,1545,1772,1469
733,1513,1475,1361,1399,1437,1323,1476,1400,1514,1362
734,1745,1707,1783,1744,1858,1782,1820,1669,1896,1821
735,266,190,304,228,342,3013,152,227,494,418
736,373,374,335,296,411,334,297,412,336,410
737,1553,1515,1592,1554,1516,1478,2944,1440,1439,1630
738,2937,30,22,16,24,18,33,36,28,26
739,2961,3019,37,114,76,38,33,190,75,36
740,266,227,304,228,265,342,303,3013,189,380
741,2961,3019,37,114,76,38,33,190,75,152
742,1175,1251,1326,1288,1213,1212,1250,1327,1289,1365
743,1672,1748,1634,1710,1786,1824,1862,1900,1596,1671
744,2961,2905,2584,2546,2908,2394,2432,2280,2204,2508
745,172,209,171,210,208,284,170,207,246,248
746,2157,2194,2195,2119,2196,2233,2156,2270,2120,2234
747,870,832,794,908,831,793,946,833,984,871
748,454,416,492,415,379,455,530,341,453,417
749,3019,38,37,114,36,33,76,74,35,30
750,684,722,608,494,798,532,836,570,418,646
751,826,788,864,3029,750,827,787,902,712,713
752,2961,684,722,608,836,798,950,912,988,494
753,114,76,37,190,75,152,3019,38,266,228
754,266,304,342,684,494,608,722,418,228,532
755,722,684,836,798,950,912,988,608,1026,874
756,1205,1167,2994,1319,1281,1243,1320,1433,1244,1358
757,754,677,753,716,792,829,639,791,715,830
758,1254,3038,1292,1216,1330,1178,2943,1368,1406,1140
759,1672,1634,1558,1596,1710,1748,1786,1520,1862,1824
760,2961,1558,1254,1482,1596,1102,3038,1520,1216,1634
761,2961,722,684,836,608,988,1102,950,1026,912
762,2961,684,722,266,608,836,3019,190,988,304
763,62,60,25,21,23,19,61,100,27,64
764,2961,684,722,266,608,836,304,190,494,342
765,266,304,342,494,228,608,684,418,190,722
766,722,684,608,836,798,912,950,988,494,874
767,2961,3019,114,76,37,190,75,152,266,38
768,860,784,745,822,2941,898,859,746,821,823
769,104,64,27,25,67,142,105,100,65,29
770,260,223,298,221,222,297,261,296,259,184
771,722,684,608,494,532,646,570,798,456,683
772,722,836,684,988,1102,950,1026,912,1254,1064
773,759,721,720,2938,645,796,797,760,683,835
774,2961,3019,114,76,37,190,75,152,266,38
775,1254,1558,1482,3038,1444,1216,1368,1330,1520,1406
776,1404,1480,1518,1441,1556,1479,1366,2989,1403,1555
777,2961,266,684,722,608,304,190,342,494,228
778,266,304,190,228,342,3013,494,227,418,608
779,722,684,798,836,608,760,912,874,683,950
780,2961,1254,1558,1102,1216,1482,3038,988,1026,1140
781,488,526,449,487,450,3037,640,564,489,525
782,2961,722,684,836,1254,1102,988,1026,950,1216
783,373,334,372,410,335,296,411,409,374,448
784,190,228,266,3013,152,75,76,114,227,304
785,530,492,454,455,415,2938,568,493,416,531
786,1211,1173,1249,1325,1135,1287,1363,1248,1401,1210
787,2961,1254,1558,1102,1482,1216,3038,988,722,1026
788,684,722,608,494,266,836,798,532,304,342
789,2961,1558,684,722,1254,1102,1482,836,1596,1216
790,2961,266,190,228,76,152,114,304,3013,75
791,2961,722,684,836,1102,988,1254,950,1026,912
792,835,949,911,873,797,987,759,834,950,912
793,152,113,75,190,150,151,3013,2933,76,149
794,190,266,228,3013,152,304,227,75,113,342
795,722,836,684,798,950,912,988,1026,874,608
796,827,826,3029,864,865,902,789,788,750,713
797,2204,2280,2394,2166,2356,2432,2546,2090,2584,2052
798,2961,1558,1596,1482,1634,1672,1254,1520,1710,1444
799,342,418,304,266,494,456,380,227,303,265
800,454,455,379,416,530,341,492,417,415,456
801,2961,684,266,722,608,304,190,494,342,836
802,1254,1216,3038,1330,1102,1140,1292,1368,1178,1406
803,3019,37,38,114,76,33,36,74,75,190
804,2155,2117,2118,2079,2041,2156,2192,2193,2116,2078
805,3019,33,38,36,37,30,2937,74,114,16
806,2961,3019,190,114,76,37,266,75,152,228
807,2961,722,684,836,988,1102,950,608,1026,912
808,794,832,757,681,756,833,870,718,680,758
809,2961,1254,1102,1558,1216,722,988,836,1026,3038
810,2961,684,722,266,608,494,304,342,836,532
811,722,684,608,494,532,798,570,418,646,683
812,950,836,912,988,1026,1102,722,1064,798,874
813,2961,1558,1596,1482,1254,1634,1672,1520,1444,1710
814,112,149,148,110,2933,111,71,150,109,224
815,836,950,988,722,1102,1026,912,1064,1254,798
816,833,757,758,795,832,681,871,719,870,834
817,2961,1254,722,1102,684,836,988,1558,1026,1216
818,3019,38,37,114,76,36,33,74,75,35
819,266,304,342,418,228,380,227,456,494,265
820,2961,684,722,608,836,266,798,494,950,912
821,2961,3019,38,33,37,114,76,36,74,75
822,1401,1325,1362,1400,1363,1439,1248,1287,1324,1249
823,114,76,37,75,73,2933,74,110,152,150
824,2961,190,266,76,114,228,152,75,3013,37
825,342,304,418,266,456,380,494,303,227,265
826,1102,950,1026,988,1064,836,912,1254,1140,1216
827,680,681,490,528,453,452,718,643,491,604
828,2961,3019,114,76,190,37,75,266,152,38
829,266,304,190,228,342,3013,494,418,227,608
830,453,492,491,490,415,414,529,681,452,719
831,2961,3019,33,37,38,114,76,36,75,190
832,266,304,190,228,342,3013,227,418,152,494
833,3019,38,33,36,37,114,30,74,35,2937
834,950,836,988,1026,1102,912,1064,722,1254,1140
835,834,796,758,759,720,835,795,872,2938,719
836,2961,266,190,3019,228,304,76,114,152,3013
837,266,304,342,228,494,190,418,608,684,3013
838,38,37,114,74,36,76,35,73,30,75
839,3019,33,38,36,2937,4,30,6,2,16
840,3019,38,37,33,114,36,76,74,75,30
841,722,684,798,836,608,760,912,683,874,950
842,2961,266,190,228,76,114,152,304,3013,75
843,2961,266,684,722,608,190,304,342,228,494
844,2961,3019,114,76,37,190,75,152,38,266
845,1507,1545,1469,1544,1621,1583,1506,1582,1659,1697
846,2961,1558,2166,2052,2090,1596,1672,2204,1634,1976
847,829,828,791,753,792,754,677,790,715,830
848,2961,266,190,304,228,684,342,608,722,3019
849,2961,1254,1102,722,1558,684,836,988,1216,1026
850,266,190,228,304,3013,342,227,152,418,494
851,2961,722,684,836,1102,1254,988,1026,950,1064
852,2961,3019,33,38,36,37,114,76,30,2937
853,266,304,190,228,342,3013,684,494,608,418
854,2961,3019,114,76,37,190,75,152,38,266
855,375,413,337,452,412,376,414,338,450,377
856,1558,1482,1596,1520,1254,1634,1444,1672,3038,1368
857,1558,1520,1482,1444,1596,3030,1634,1519,1406,1672
858,722,684,608,494,683,798,646,760,532,570
859,373,335,296,374,334,411,410,297,372,259
860,2033,2071,1995,2032,2070,2072,2109,1957,1996,2146
861,1173,1135,1136,1059,1097,1211,1098,1212,1174,1021
862,107,31,71,109,72,70,147,34,69,110
863,755,754,792,716,830,679,717,678,753,677
864,1254,3038,1330,1292,1368,1444,1406,1216,1482,1178
865,190,76,152,75,114,3013,228,37,266,113
866,1254,3038,1292,1330,1368,1406,1444,1216,1482,1178
867,950,912,1026,988,836,1064,1102,874,798,1140
868,456,455,417,454,493,418,341,494,530,379
869,76,114,75,37,190,152,3013,228,74,113
870,1381,1267,1343,1305,1419,1268,1229,1420,1457,1191
871,2166,2204,2090,2280,2052,2394,1976,2356,2014,2546
872,2584,2546,2698,2774,2697,2660,2773,2736,2622,2545
873,870,832,794,833,908,831,793,757,756,871
874,2905,2926,2888,2850,2968,2908,2925,2924,2812,2887
875,684,722,608,494,266,836,798,342,532,304
876,492,530,454,455,415,416,453,568,379,417
877,797,835,759,798,873,874,911,912,834,836
878,671,748,558,710,747,557,595,482,672,786
879,148,188,224,151,149,189,187,113,112,150
880,2961,1558,1254,1482,1596,1520,1634,1102,3038,1672
881,722,683,798,684,760,646,608,721,759,494
882,759,797,798,721,760,835,722,796,683,720
883,266,190,228,304,3013,342,152,227,75,76
884,24,22,26,23,18,20,28,2937,66,30
885,722,684,836,988,950,1102,912,1026,2961,798
886,2961,684,722,266,608,304,494,342,836,532
887,444,291,329,3017,405,367,366,406,328,3009
888,1206,2994,1244,1207,3004,1282,1320,1167,1358,1205
889,684,608,266,722,494,304,342,418,532,456
890,830,829,868,792,755,831,867,754,906,869
891,722,836,684,1102,988,950,1026,1254,912,1064
892,3019,37,114,76,38,190,75,152,2961,33
893,2961,266,190,304,684,228,342,608,722,494
894,2961,1558,1596,1634,1672,1482,1710,1520,1748,1862
895,1441,1403,1478,1517,1402,1440,1516,2944,1365,1479
896,1444,1368,1406,1330,1292,3038,1482,1254,1520,1558
897,2961,722,684,836,608,988,950,1102,912,1026
898,684,722,608,836,798,912,950,988,494,874
899,722,684,836,608,798,950,912,988,1026,874
900,38,37,114,36,74,76,35,3019,73,30
901,1544,1505,1506,1543,1467,1468,1619,1581,1582,1657
902,266,304,190,228,342,684,494,608,3013,418
903,60,61,58,19,59,99,21,100,62,98
904,1213,1175,1290,1251,1327,1366,1404,1252,1289,1365
905,1714,1676,1600,1638,1562,1752,1828,1790,1524,1486
906,266,304,342,494,228,418,608,190,684,227
907,1254,1558,1482,3038,1216,1444,1102,1520,1368,1330
908,683,646,722,493,721,645,456,494,760,569
909,836,950,722,912,798,874,988,1026,684,760
910,452,413,451,528,414,489,490,450,566,375
911,522,446,484,409,523,483,371,560,485,447
912,211,210,173,212,133,174,250,135,249,248
913,950,912,836,1026,988,1064,874,1102,798,1140
914,2961,1558,1254,1482,1596,1102,1520,1634,3038,1216
915,2961,722,684,836,950,988,608,912,798,1102
916,520,445,559,482,521,596,3017,483,597,558
917,2905,2961,2908,2923,2851,2925,2889,2926,2850,2893
918,114,37,76,74,73,75,38,35,2933,152
919,418,342,304,266,494,456,380,417,303,227
920,1211,1173,1249,1135,1325,1287,1248,1210,1172,1363
921,1254,1102,1216,3038,1140,1026,1064,988,950,1330
922,1102,1254,1026,950,1064,988,1216,1140,912,836
923,950,912,836,874,1026,988,798,1064,797,949
924,828,789,827,866,865,790,3029,904,751,752
925,1254,1102,1216,3038,1558,1140,1482,1026,1064,1330
926,2961,1558,2166,2204,2090,2052,1596,1976,1672,1634
927,2961,266,190,304,684,228,608,722,342,494
928,722,798,836,760,684,683,797,874,912,608
929,722,684,798,608,836,760,683,646,912,874
930,1510,1511,1473,1472,1549,1548,1435,2962,1586,1512
931,722,836,684,950,988,912,1026,798,1102,1064
932,2961,3019,190,266,114,76,37,228,152,75
933,2961,684,722,608,836,266,798,988,950,912
934,2961,1254,1558,1102,1482,1216,3038,988,1026,1596
935,2961,3019,33,38,37,114,76,36,75,190
936,722,684,608,798,494,836,683,760,646,570
937,3019,38,36,33,30,2937,35,37,74,32
938,722,684,836,798,608,950,912,988,874,1026
939,2961,266,684,722,608,190,304,342,836,494
940,2961,1558,1596,1634,1672,1710,1482,1748,1862,1520
941,2961,2166,2204,2584,2546,2280,2394,2090,2905,2052
942,2961,3019,1,33,39,2,4,3,153,6
943,2961,1254,1102,1558,1216,3038,722,988,1026,836
944,3019,37,38,114,76,36,74,75,33,152
945,1558,1254,1482,1444,3038,1520,1368,1330,1406,1596
946,2123,2198,2084,2160,2199,2085,2122,2161,2274,2237
947,1205,2994,1167,1206,1244,1320,1319,1243,1281,1282
948,1558,1254,1482,1596,1520,3038,1444,1634,1216,1368
949,2961,1558,1596,1482,1254,1634,1672,1520,1710,1444
950,266,190,228,304,3013,342,152,76,227,75
951,2961,684,722,608,836,988,950,798,1102,912
952,684,722,608,266,494,304,342,836,532,418
953,1558,1482,1596,1520,1254,1634,1444,1672,3038,1368
954,2961,1558,1254,1596,1482,1634,1672,1520,1102,2905
955,190,266,228,152,76,3013,114,75,304,37
956,1254,1102,1216,3038,1558,1026,988,1140,1064,1482
957,1207,1208,1169,1206,2932,1245,1170,1131,1283,1246
958,1469,1507,1431,1506,1468,1545,1544,1393,1430,1508
959,453,415,492,416,378,377,414,454,530,379
960,684,722,608,494,266,342,304,418,532,570
961,1254,1216,3038,1102,1558,1140,1482,1330,1368,1444
962,2961,266,190,304,228,342,3013,684,608,494
963,488,526,640,450,487,564,449,678,489,3037
964,2961,684,722,836,608,988,1102,950,1026,912
965,1558,1596,1482,1634,1672,1520,1710,1444,1254,1748
966,76,114,75,152,190,37,3013,113,2933,150
967,684,722,608,494,266,836,304,342,798,532
968,684,722,608,836,494,798,532,570,760,683
969,2961,684,722,836,608,988,950,798,912,1102
970,2961,684,722,608,836,798,950,912,988,494
971,2961,722,684,1254,1102,836,1558,988,1026,1216
972,1135,1134,1020,1058,1172,1097,1096,1210,982,944
973,1248,1209,1171,2963,1210,1172,1247,1134,1286,1133
974,2961,3019,2905,266,190,684,722,76,114,608
975,722,798,760,684,683,836,646,608,797,721
976,2204,2280,2166,2356,2394,2090,2318,2432,2242,2052
977,1102,1026,950,988,1254,1064,836,912,1216,1140
978,2077,2115,2001,2040,1925,1963,2154,2039,2002,2116
979,863,864,902,787,826,901,825,788,940,939
980,2933,110,112,71,150,73,75,149,76,113
981,1165,938,975,1204,937,1013,900,899,1014,2977
982,1161,933,1199,1123,1237,1200,1162,1238,1085,895
983,1558,1596,1482,1634,1520,1672,1444,1710,1406,1368
984,828,789,752,790,675,713,714,637,751,715
985,748,710,786,673,634,749,635,711,596,787
986,291,3009,328,329,366,290,327,253,292,367
987,834,948,872,910,833,871,986,796,795,758
988,1366,1404,1329,1290,1252,1328,1291,1480,1442,1215
989,1254,1102,1216,3038,1140,1026,1064,988,950,1330
990,2961,266,190,228,304,3013,342,152,76,114
991,830,755,792,754,829,868,831,793,753,716
992,215,253,252,290,251,3009,216,292,177,214
993,722,684,608,836,798,912,494,760,950,874
994,1817,2927,1855,1779,1742,1818,1780,1665,1741,1627
995,190,266,228,3013,152,304,76,75,114,227
996,1102,836,988,722,1254,1026,950,1064,912,1216
997,452,453,414,490,528,491,492,377,413,375
998,950,912,836,988,1026,874,798,1064,1102,722
999,34,72,69,68,71,31,70,107,29,32
1000,375,413,376,414,452,337,412,377,338,450
1001,759,720,796,2938,758,721,834,645,797,835
1002,1206,2994,1244,1207,1167,1282,1168,1205,3004,1320
1003,755,830,831,793,754,792,717,679,716,868
1004,523,560,522,674,636,561,675,562,599,598
1005,684,722,608,836,798,494,912,950,266,532
1006,1288,1326,1402,1250,1212,1364,1440,1251,1325,1174
1007,253,3009,290,215,291,292,251,252,329,216
1008,1204,1242,1165,2967,1203,1166,2977,1205,1241,1318
1009,38,37,36,74,114,35,76,30,73,32
1010,2961,3019,37,114,76,38,33,190,75,36
1011,2961,1254,1558,1102,1216,3038,1482,722,988,1026
1012,1558,1672,1634,1596,1862,1710,1748,2052,1976,1938
1013,266,304,342,494,418,608,684,456,722,532
1014,1063,1025,1024,1101,1139,986,949,987,1062,1100
1015,2037,2948,2076,2114,2001,2075,1962,1924,2038,2000
1016,1254,1102,1216,3038,1026,988,1140,1064,1558,950
1017,266,304,190,228,342,494,3013,684,608,418
1018,266,190,228,304,3013,342,152,227,75,76
1019,1134,1172,1096,1058,1020,1210,982,1248,2963,944
1020,2961,684,722,266,608,304,836,494,342,190
1021,1254,1558,1482,3038,1444,1368,1330,1216,1520,1406
1022,1558,1482,1254,1596,1520,1444,3038,1634,1368,1330
1023,2961,190,266,76,114,228,152,75,3013,37
1024,266,190,228,3013,304,152,227,75,342,76
1025,2961,266,684,304,608,722,342,190,494,228
1026,482,481,558,520,3017,596,557,445,519,595
1027,2241,2317,2318,2279,2242,2203,2240,2355,2354,2356
1028,2961,3019,114,37,76,190,38,75,152,266
1029,3019,2961,33,38,37,36,114,76,74,30
1030,722,836,1102,988,684,1254,950,1026,912,1064
1031,755,794,717,793,831,718,679,870,832,680
1032,1063,1139,1101,3014,1025,1215,1177,987,949,1100
1033,1558,1482,1444,1520,1406,1368,1596,1330,1634,3038
1034,1215,1329,2943,1177,1291,1253,1292,1178,3014,1254
1035,2584,2546,2394,2432,2508,2356,2280,2204,2470,2545
1036,3014,1215,1252,1138,1214,1139,1100,1062,1176,1290
1037,266,228,304,190,3013,342,227,152,265,418
1038,38,36,3019,33,37,30,74,35,2937,114
1039,2927,1932,1970,2008,1894,2046,2084,2045,1969,1931
1040,2961,3019,190,266,76,114,37,152,75,228
1041,38,36,3019,33,30,2937,35,37,74,32
1042,1063,1101,1139,1025,987,949,3014,1178,1177,1215
1043,2938,530,719,492,682,758,720,568,607,644
1044,950,912,836,1026,988,1064,1102,874,798,1140
1045,3019,33,38,36,37,30,2937,114,74,35
1046,2961,266,190,3019,304,228,684,76,342,114
1047,722,684,608,494,798,836,683,760,532,646
1048,1444,1368,1330,1406,1254,3038,1292,1482,1520,1558
1049,2961,266,190,684,304,228,608,722,342,3019
1050,266,190,228,3013,304,152,227,342,75,113
1051,722,798,836,760,684,912,874,950,683,797
1052,480,481,443,519,442,441,444,518,556,557
1053,456,494,493,418,417,455,454,531,532,569
1054,2961,266,684,722,608,304,190,342,494,228
1055,2961,266,190,3019,304,228,76,114,684,342
1056,266,304,190,228,342,3013,494,227,418,608
1057,266,190,304,228,2961,342,684,3013,608,494
1058,107,109,147,71,111,112,31,186,110,72
1059,2961,266,190,228,304,76,114,3019,152,3013
1060,2961,684,266,722,608,190,3019,304,836,494
1061,54,52,51,55,19,56,17,53,2981,15
1062,1165,899,1013,975,937,1012,936,974,861,1051
1063,190,266,76,228,114,152,3013,75,304,37
1064,74,37,35,38,73,114,36,32,34,76
1065,722,684,836,798,608,912,950,874,760,988
1066,865,827,903,866,789,828,902,904,941,942
1067,557,481,558,519,671,482,595,633,710,709
1068,2961,3019,190,114,76,37,266,75,152,228
1069,684,608,266,494,722,342,304,418,532,456
1070,1558,1596,1672,1634,1710,1748,1862,1482,1520,1786
1071,3019,33,38,37,36,114,76,74,30,2937
1072,3019,38,37,114,76,36,33,74,75,35
1073,1515,1553,1439,1401,1477,1592,1516,1554,1440,1478
1074,266,304,228,342,190,227,3013,418,265,380
1075,2961,3019,266,190,76,114,37,228,304,152
1076,2961,684,722,608,836,266,494,798,532,912
1077,2166,2052,2090,1976,2204,1862,1938,1558,2014,1672
1078,2944,1517,1554,1441,1516,1478,1593,1479,1592,1403
1079,1321,1207,1283,3004,1473,1245,1359,1435,1360,1206
