,EVE1,WNT11,APLNRB,TA,MIXL1,NOTO,ADMP,FOXD5,OSR1,SP5L
272,6,5,7,8,4,14,13,15,16,12
278,28,29,27,30,20,36,31,19,35,21
287,36,37,35,38,44,28,39,43,27,45
292,41,49,33,57,25,17,9,1,42,50
317,7,8,6,5,4,15,14,16,13,12
330,30,29,31,32,28,38,22,21,37,39
335,59,60,51,58,61,50,52,62,53,42
343,28,29,27,30,20,36,31,19,35,21
348,28,29,27,30,20,36,31,19,35,21
349,35,36,43,27,34,37,26,42,44,28
380,29,30,28,31,32,21,37,27,20,36
399,1,9,17,25,33,41,49,57,2,10
408,49,41,57,33,25,17,9,1,50,42
434,52,53,51,54,60,44,55,59,43,61
468,3,4,11,2,5,10,12,6,13,18
473,21,22,20,23,24,29,13,19,28,12
491,21,22,20,23,24,29,13,19,28,12
499,30,29,31,32,28,38,22,21,37,39
525,36,37,35,38,44,28,39,43,27,45
530,40,39,38,37,48,32,47,31,46,30
532,3,4,11,2,5,10,12,6,13,18
535,31,32,30,29,28,39,23,22,38,24
539,21,22,20,23,24,29,13,19,28,12
550,31,32,30,29,28,39,23,22,38,24
564,7,8,6,5,4,15,14,16,13,12
575,17,9,25,1,33,41,49,57,18,10
588,43,44,35,51,42,45,50,34,36,52
591,64,63,62,61,56,55,54,60,53,52
635,41,49,33,57,25,17,9,1,42,50
636,63,64,62,61,60,55,54,56,53,52
645,7,8,6,5,4,15,14,16,13,12
671,6,5,7,8,4,14,13,15,16,12
672,28,29,27,30,20,36,31,19,35,21
685,52,53,51,54,60,44,55,59,43,61
696,52,53,51,54,60,44,55,59,43,61
708,7,8,6,5,4,15,14,16,13,12
720,35,36,43,27,34,37,26,42,44,28
721,19,20,27,11,18,21,26,10,28,12
737,3,4,11,2,5,10,12,6,13,18
738,21,22,20,23,24,29,13,19,28,12
747,64,63,62,61,56,55,54,60,53,52
768,40,39,38,37,48,32,47,31,46,30
777,8,7,6,5,16,15,14,4,13,12
785,28,29,27,30,20,36,31,19,35,21
803,4,5,3,6,12,7,11,13,14,8
804,21,22,20,23,24,29,13,19,28,12
806,64,63,62,61,56,55,54,60,53,52
807,21,22,20,23,24,29,13,19,28,12
808,21,22,20,23,24,29,13,19,28,12
817,52,53,51,54,60,44,55,59,43,61
826,21,22,20,23,24,29,13,19,28,12
836,5,6,4,7,8,13,3,12,14,15
840,21,22,20,23,24,29,13,19,28,12
844,4,5,3,6,12,7,11,13,14,8
847,30,29,31,32,28,38,22,21,37,39
3,35,36,43,27,34,37,26,42,44,28
4,40,39,38,37,48,32,47,31,46,30
16,36,37,35,38,44,28,39,43,27,45
23,36,37,35,38,44,28,39,43,27,45
34,1,9,17,25,33,41,49,57,2,10
38,21,22,20,23,24,29,13,19,28,12
44,30,29,31,32,28,38,22,21,37,39
56,49,41,57,33,25,17,9,1,50,42
64,3,4,11,2,5,10,12,6,13,18
82,21,22,20,23,24,29,13,19,28,12
108,41,49,33,57,25,17,9,1,42,50
111,35,36,43,27,34,37,26,42,44,28
114,27,28,19,35,26,29,18,34,20,36
126,29,30,28,31,32,21,37,27,20,36
131,49,41,57,33,25,17,9,1,50,42
138,17,9,25,1,33,41,49,57,18,10
163,29,30,28,31,32,21,37,27,20,36
164,7,8,6,5,4,15,14,16,13,12
165,44,45,43,46,36,52,47,35,51,37
174,4,5,3,6,12,7,11,13,14,8
201,17,9,25,1,33,41,49,57,18,10
204,21,22,20,23,24,29,13,19,28,12
205,3,4,11,2,5,10,12,6,13,18
213,17,9,25,1,33,41,49,57,18,10
222,59,60,51,58,61,50,52,62,53,42
232,44,45,43,46,36,52,47,35,51,37
252,5,6,4,7,8,13,3,12,14,15
265,37,38,36,39,40,45,29,35,44,28
275,49,41,57,33,25,17,9,1,50,42
282,27,28,19,35,26,29,18,34,20,36
286,19,20,27,11,18,21,26,10,28,12
288,36,37,35,38,44,28,39,43,27,45
293,29,30,28,31,32,21,37,27,20,36
294,52,53,51,54,60,44,55,59,43,61
297,21,22,20,23,24,29,13,19,28,12
329,30,29,31,32,28,38,22,21,37,39
341,8,7,6,5,16,15,14,4,13,12
342,34,26,42,35,33,43,27,41,25,50
345,41,49,33,57,25,17,9,1,42,50
356,7,8,6,5,4,15,14,16,13,12
373,3,4,11,2,5,10,12,6,13,18
384,28,29,27,30,20,36,31,19,35,21
389,40,39,38,37,48,32,47,31,46,30
398,28,29,27,30,20,36,31,19,35,21
418,41,49,33,57,25,17,9,1,42,50
420,21,22,20,23,24,29,13,19,28,12
426,29,30,28,31,32,21,37,27,20,36
432,36,37,35,38,44,28,39,43,27,45
433,43,44,35,51,42,45,50,34,36,52
441,52,53,51,54,60,44,55,59,43,61
449,35,36,43,27,34,37,26,42,44,28
451,17,9,25,1,33,41,49,57,18,10
463,25,33,17,9,41,49,1,57,26,34
464,35,36,43,27,34,37,26,42,44,28
482,59,60,51,58,61,50,52,62,53,42
505,28,29,27,30,20,36,31,19,35,21
519,62,61,63,64,60,54,53,55,56,52
529,61,62,60,63,64,53,59,52,54,55
547,7,8,6,5,4,15,14,16,13,12
548,52,53,51,54,60,44,55,59,43,61
569,41,49,33,57,25,17,9,1,42,50
579,28,29,27,30,20,36,31,19,35,21
592,30,29,31,32,28,38,22,21,37,39
603,52,53,51,54,60,44,55,59,43,61
632,60,61,59,62,52,63,51,53,54,64
638,22,21,23,24,20,30,14,29,13,31
653,41,49,33,57,25,17,9,1,42,50
659,43,44,35,51,42,45,50,34,36,52
661,21,22,20,23,24,29,13,19,28,12
669,22,21,23,24,20,30,14,29,13,31
702,28,29,27,30,20,36,31,19,35,21
703,7,8,6,5,4,15,14,16,13,12
719,30,29,31,32,28,38,22,21,37,39
727,28,29,27,30,20,36,31,19,35,21
732,21,22,20,23,24,29,13,19,28,12
746,17,9,25,1,33,41,49,57,18,10
750,19,20,27,11,18,21,26,10,28,12
751,3,4,11,2,5,10,12,6,13,18
764,5,6,4,7,8,13,3,12,14,15
765,49,41,57,33,25,17,9,1,50,42
784,41,49,33,57,25,17,9,1,42,50
820,22,21,23,24,20,30,14,29,13,31
822,52,53,51,54,60,44,55,59,43,61
827,29,30,28,31,32,21,37,27,20,36
848,40,39,38,37,48,32,47,31,46,30
850,29,30,28,31,32,21,37,27,20,36
10,29,30,28,31,32,21,37,27,20,36
30,41,49,33,57,25,17,9,1,42,50
37,21,22,20,23,24,29,13,19,28,12
40,29,30,28,31,32,21,37,27,20,36
41,30,29,31,32,28,38,22,21,37,39
47,30,29,31,32,28,38,22,21,37,39
50,7,8,6,5,4,15,14,16,13,12
79,21,22,20,23,24,29,13,19,28,12
97,3,4,11,2,5,10,12,6,13,18
123,36,37,35,38,44,28,39,43,27,45
137,52,53,51,54,60,44,55,59,43,61
156,35,36,43,27,34,37,26,42,44,28
160,50,42,58,51,49,43,59,41,57,34
167,22,21,23,24,20,30,14,29,13,31
173,6,5,7,8,4,14,13,15,16,12
183,21,22,20,23,24,29,13,19,28,12
184,17,9,25,1,33,41,49,57,18,10
199,21,22,20,23,24,29,13,19,28,12
202,28,29,27,30,20,36,31,19,35,21
203,7,8,6,5,4,15,14,16,13,12
210,36,37,35,38,44,28,39,43,27,45
225,36,37,35,38,44,28,39,43,27,45
229,1,9,17,25,33,41,49,57,2,10
230,28,29,27,30,20,36,31,19,35,21
233,22,21,23,24,20,30,14,29,13,31
248,40,39,38,37,48,32,47,31,46,30
262,41,49,33,57,25,17,9,1,42,50
263,52,53,51,54,60,44,55,59,43,61
271,41,49,33,57,25,17,9,1,42,50
289,27,28,19,35,26,29,18,34,20,36
308,37,38,36,39,40,45,29,35,44,28
320,36,37,35,38,44,28,39,43,27,45
321,41,49,33,57,25,17,9,1,42,50
326,21,22,20,23,24,29,13,19,28,12
334,7,8,6,5,4,15,14,16,13,12
347,49,41,57,33,25,17,9,1,50,42
361,7,8,6,5,4,15,14,16,13,12
388,3,4,11,2,5,10,12,6,13,18
406,52,53,51,54,60,44,55,59,43,61
410,36,37,35,38,44,28,39,43,27,45
417,41,49,33,57,25,17,9,1,42,50
422,52,53,51,54,60,44,55,59,43,61
444,21,22,20,23,24,29,13,19,28,12
445,19,20,27,11,18,21,26,10,28,12
446,7,8,6,5,4,15,14,16,13,12
458,28,29,27,30,20,36,31,19,35,21
460,35,36,43,27,34,37,26,42,44,28
469,30,29,31,32,28,38,22,21,37,39
498,21,22,20,23,24,29,13,19,28,12
501,3,4,11,2,5,10,12,6,13,18
508,27,28,19,35,26,29,18,34,20,36
515,28,29,27,30,20,36,31,19,35,21
520,20,21,19,22,28,12,23,27,11,29
522,36,37,35,38,44,28,39,43,27,45
538,21,22,20,23,24,29,13,19,28,12
540,52,53,51,54,60,44,55,59,43,61
555,64,63,62,61,56,55,54,60,53,52
556,52,53,51,54,60,44,55,59,43,61
576,51,52,59,43,50,53,58,42,60,44
605,7,8,6,5,4,15,14,16,13,12
616,7,8,6,5,4,15,14,16,13,12
619,21,22,20,23,24,29,13,19,28,12
622,7,8,6,5,4,15,14,16,13,12
626,21,22,20,23,24,29,13,19,28,12
639,19,20,27,11,18,21,26,10,28,12
657,30,29,31,32,28,38,22,21,37,39
658,52,53,51,54,60,44,55,59,43,61
662,29,30,28,31,32,21,37,27,20,36
666,30,29,31,32,28,38,22,21,37,39
686,48,47,46,45,40,56,39,55,38,54
699,40,39,38,37,48,32,47,31,46,30
706,55,56,54,53,52,47,63,46,62,48
711,7,8,6,5,4,15,14,16,13,12
717,34,26,42,35,33,43,27,41,25,50
762,59,60,51,58,61,50,52,62,53,42
773,30,29,31,32,28,38,22,21,37,39
775,40,39,38,37,48,32,47,31,46,30
776,35,36,43,27,34,37,26,42,44,28
786,28,29,27,30,20,36,31,19,35,21
787,28,29,27,30,20,36,31,19,35,21
792,52,53,51,54,60,44,55,59,43,61
794,41,49,33,57,25,17,9,1,42,50
810,5,6,4,7,8,13,3,12,14,15
816,3,4,11,2,5,10,12,6,13,18
825,21,22,20,23,24,29,13,19,28,12
830,5,6,4,7,8,13,3,12,14,15
