,ADMP,BMP2B,CHD,NOG1,GATA2A,ID3,NDR1,OTX1A,SOX3,TBX16
625,49,41,57,33,25,17,9,1,50,42
626,6,5,7,8,4,14,13,15,16,12
627,41,49,33,57,25,17,9,1,42,34
628,6,5,7,8,4,14,13,15,16,12
629,21,22,20,23,24,29,13,19,28,12
630,3,4,11,2,5,10,12,6,13,18
631,5,6,4,7,8,13,3,12,14,15
632,41,49,33,57,25,17,9,1,42,34
633,7,8,6,5,4,15,14,16,13,12
634,41,49,33,57,25,17,9,1,42,34
635,1,2,3,4,5,6,7,8,9,10
636,35,36,43,27,34,37,26,42,44,28
637,49,41,57,33,25,17,9,1,50,42
638,49,41,57,33,25,17,9,1,50,42
639,19,20,27,11,18,21,10,26,28,12
640,1,9,17,25,33,41,49,57,2,10
641,50,42,58,51,49,43,59,41,57,34
642,52,53,51,54,60,44,55,59,43,61
643,5,6,4,7,8,13,3,12,14,15
644,40,39,38,37,48,32,47,31,46,30
645,7,8,6,5,4,15,14,16,13,12
646,1,2,3,4,5,6,7,8,9,10
647,63,64,62,61,60,55,54,56,53,52
648,30,29,31,32,28,38,22,21,37,39
649,49,41,57,33,25,17,9,1,50,42
650,49,41,57,33,25,17,9,1,50,42
651,45,46,44,47,48,37,53,43,36,52
652,17,9,25,1,33,41,49,57,18,10
653,1,2,3,4,5,6,7,8,9,10
654,1,9,17,25,33,41,49,57,2,10
655,64,63,62,61,56,55,54,60,53,52
656,41,49,33,57,25,17,9,1,42,34
657,49,41,57,33,25,17,9,1,50,42
658,52,53,51,54,60,44,55,59,43,61
659,41,49,33,57,25,17,9,1,42,34
660,21,22,20,23,24,29,13,19,28,12
661,21,22,20,23,24,29,13,19,28,12
662,1,2,3,4,5,6,7,8,9,10
663,7,8,6,5,4,15,14,16,13,12
664,17,9,25,1,33,41,49,57,18,10
665,47,48,46,45,44,39,55,54,38,56
666,49,41,57,33,25,17,9,1,50,42
667,21,22,20,23,24,29,13,19,28,12
668,8,7,6,5,16,15,14,4,13,12
669,21,22,20,23,24,29,13,19,28,12
670,33,41,25,49,17,57,9,1,34,42
671,22,21,23,24,20,30,14,29,13,31
672,28,29,27,30,20,36,31,19,35,21
673,31,32,30,29,28,23,39,22,38,24
674,7,8,6,5,4,15,14,16,13,12
675,36,37,35,38,44,28,39,43,27,45
676,7,8,6,5,4,15,14,16,13,12
677,41,49,33,57,25,17,9,1,42,34
678,47,48,46,45,44,39,55,54,38,56
679,41,49,33,57,25,17,9,1,42,34
680,5,6,4,7,8,13,3,12,14,15
681,21,22,20,23,24,29,13,19,28,12
682,41,49,33,57,25,17,9,1,42,34
683,17,9,25,1,33,41,49,57,18,10
684,21,22,20,23,24,29,13,19,28,12
685,41,49,33,57,25,17,9,1,42,34
686,48,47,46,45,40,56,39,55,38,54
687,5,6,4,7,8,13,3,12,14,15
688,41,49,33,57,25,17,9,1,42,34
689,21,22,20,23,24,29,13,19,28,12
690,39,40,38,37,36,47,31,46,30,48
691,50,42,58,51,49,43,59,41,57,34
692,64,63,62,61,56,55,54,60,53,52
693,52,53,51,54,60,44,55,59,43,61
694,3,4,11,2,5,10,12,6,13,18
695,27,28,19,35,26,29,18,34,20,36
696,51,52,59,43,50,53,42,58,60,44
697,56,55,54,53,64,48,47,63,46,62
698,56,55,54,53,64,48,47,63,46,62
699,8,7,6,5,16,15,14,4,13,12
700,48,47,46,45,40,56,39,55,38,54
701,49,41,57,33,25,17,9,1,50,42
702,41,49,33,57,25,17,9,1,42,34
703,7,8,6,5,4,15,14,16,13,12
704,49,41,57,33,25,17,9,1,50,42
705,52,53,51,54,60,44,55,59,43,61
706,55,56,54,53,52,47,63,46,62,64
707,11,12,3,19,10,13,18,2,4,20
708,7,8,6,5,4,15,14,16,13,12
709,3,4,11,2,5,10,12,6,13,18
710,63,64,62,61,60,55,54,56,53,52
711,7,8,6,5,4,15,14,16,13,12
712,7,8,6,5,4,15,14,16,13,12
713,1,2,3,4,5,6,7,8,9,10
714,49,41,57,33,25,17,9,1,50,42
715,21,22,20,23,24,29,13,19,28,12
716,17,9,25,1,33,41,49,57,18,10
717,41,49,33,57,25,17,9,1,42,34
718,21,22,20,23,24,29,13,19,28,12
719,40,39,38,37,48,32,47,31,46,30
720,1,2,3,4,5,6,7,8,9,10
721,17,9,25,1,33,41,49,57,18,10
722,21,22,20,23,24,29,13,19,28,12
723,27,28,19,35,26,29,18,34,20,36
724,1,2,3,4,5,6,7,8,9,10
725,52,53,51,54,60,44,55,59,43,61
726,41,49,33,57,25,17,9,1,42,34
727,17,9,25,1,33,41,49,57,18,10
728,21,22,20,23,24,29,13,19,28,12
729,28,29,27,30,20,36,31,19,35,21
730,17,9,25,1,33,41,49,57,18,10
731,1,9,17,25,33,41,49,57,2,10
732,45,46,44,47,48,37,53,43,36,52
733,30,29,31,32,28,38,22,21,37,39
734,43,44,35,51,42,45,50,34,36,52
735,19,20,27,11,18,21,10,26,28,12
736,49,41,57,33,25,17,9,1,50,42
737,43,44,35,51,42,45,50,34,36,52
738,21,22,20,23,24,29,13,19,28,12
739,28,29,27,30,20,36,31,19,35,21
740,7,8,6,5,4,15,14,16,13,12
741,22,21,23,24,20,30,14,29,13,31
742,41,49,33,57,25,17,9,1,42,34
743,37,38,36,39,40,45,29,35,44,28
744,52,53,51,54,60,44,55,59,43,61
745,21,22,20,23,24,29,13,19,28,12
746,17,9,25,1,33,41,49,57,18,10
747,64,63,62,61,56,55,54,60,53,52
748,52,53,51,54,60,44,55,59,43,61
749,4,5,3,6,12,7,11,13,14,8
750,17,9,25,1,33,41,49,57,18,10
751,3,4,11,2,5,10,12,6,13,18
752,4,5,3,6,12,7,11,13,14,8
753,49,41,57,33,25,17,9,1,50,42
754,21,22,20,23,24,29,13,19,28,12
755,45,46,44,47,48,37,53,43,36,52
756,1,2,3,4,5,6,7,8,9,10
757,43,44,35,51,42,45,50,34,36,52
758,33,41,25,49,17,57,9,1,34,42
759,49,41,57,33,25,17,9,1,50,42
760,63,64,62,61,60,55,54,56,53,52
761,60,61,59,62,52,63,51,53,54,64
762,50,42,58,51,49,43,59,41,57,34
763,21,22,20,23,24,29,13,19,28,12
764,4,5,3,6,12,7,11,13,14,8
765,49,41,57,33,25,17,9,1,50,42
766,50,42,58,51,49,43,59,41,57,34
767,39,40,38,37,36,47,31,46,30,48
768,7,8,6,5,4,15,14,16,13,12
769,7,8,6,5,4,15,14,16,13,12
770,8,7,6,5,16,15,14,4,13,12
771,41,49,33,57,25,17,9,1,42,34
772,50,42,58,51,49,43,59,41,57,34
773,50,42,58,51,49,43,59,41,57,34
774,52,53,51,54,60,44,55,59,43,61
775,8,7,6,5,16,15,14,4,13,12
776,41,49,33,57,25,17,9,1,42,34
777,7,8,6,5,4,15,14,16,13,12
778,21,22,20,23,24,29,13,19,28,12
779,1,2,3,4,5,6,7,8,9,10
780,41,49,33,57,25,17,9,1,42,34
781,21,22,20,23,24,29,13,19,28,12
782,63,64,62,61,60,55,54,56,53,52
783,1,2,3,4,5,6,7,8,9,10
784,41,49,33,57,25,17,9,1,42,34
785,21,22,20,23,24,29,13,19,28,12
786,36,37,35,38,44,28,39,43,27,45
787,17,9,25,1,33,41,49,57,18,10
788,17,9,25,1,33,41,49,57,18,10
789,21,22,20,23,24,29,13,19,28,12
790,7,8,6,5,4,15,14,16,13,12
791,41,49,33,57,25,17,9,1,42,34
792,49,41,57,33,25,17,9,1,50,42
793,1,2,3,4,5,6,7,8,9,10
794,41,49,33,57,25,17,9,1,42,34
795,41,49,33,57,25,17,9,1,42,34
796,52,53,51,54,60,44,55,59,43,61
797,5,6,4,7,8,13,3,12,14,15
798,63,64,62,61,60,55,54,56,53,52
799,17,9,25,1,33,41,49,57,18,10
800,41,49,33,57,25,17,9,1,42,34
801,44,45,43,46,36,52,47,35,51,37
802,21,22,20,23,24,29,13,19,28,12
803,41,49,33,57,25,17,9,1,42,34
804,22,21,23,24,20,30,14,29,13,31
805,39,40,38,37,36,47,31,46,30,48
806,48,47,46,45,40,56,39,55,38,54
807,21,22,20,23,24,29,13,19,28,12
808,21,22,20,23,24,29,13,19,28,12
809,45,46,44,47,48,37,53,43,36,52
810,37,38,36,39,40,45,29,35,44,28
811,41,49,33,57,25,17,9,1,42,34
812,49,41,57,33,25,17,9,1,50,42
813,1,2,3,4,5,6,7,8,9,10
814,41,49,33,57,25,17,9,1,42,34
815,21,22,20,23,24,29,13,19,28,12
816,1,2,3,4,5,6,7,8,9,10
817,60,61,59,62,52,63,51,53,54,64
818,21,22,20,23,24,29,13,19,28,12
819,7,8,6,5,4,15,14,16,13,12
820,49,41,57,33,25,17,9,1,50,42
821,21,22,20,23,24,29,13,19,28,12
822,52,53,51,54,60,44,55,59,43,61
823,41,49,33,57,25,17,9,1,42,34
824,52,53,51,54,60,44,55,59,43,61
825,29,30,28,31,32,21,37,27,20,36
826,41,49,33,57,25,17,9,1,42,34
827,41,49,33,57,25,17,9,1,42,34
828,1,2,3,4,5,6,7,8,9,10
829,33,41,25,49,17,57,9,1,34,42
830,5,6,4,7,8,13,3,12,14,15
831,17,9,25,1,33,41,49,57,18,10
832,29,30,28,31,32,21,37,27,20,36
833,43,44,35,51,42,45,50,34,36,52
834,49,41,57,33,25,17,9,1,50,42
835,1,2,3,4,5,6,7,8,9,10
836,7,8,6,5,4,15,14,16,13,12
837,41,49,33,57,25,17,9,1,42,34
838,21,22,20,23,24,29,13,19,28,12
839,33,41,25,49,17,57,9,1,34,42
840,21,22,20,23,24,29,13,19,28,12
841,7,8,6,5,4,15,14,16,13,12
842,60,61,59,62,52,63,51,53,54,64
843,48,47,46,45,40,56,39,55,38,54
844,28,29,27,30,20,36,31,19,35,21
845,28,29,27,30,20,36,31,19,35,21
846,28,29,27,30,20,36,31,19,35,21
847,7,8,6,5,4,15,14,16,13,12
848,40,39,38,37,48,32,47,31,46,30
849,1,2,3,4,5,6,7,8,9,10
850,41,49,33,57,25,17,9,1,42,34
851,1,2,3,4,5,6,7,8,9,10
